Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Bumetanide Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"Bumetanide, Injection, .25 mg/1 mL (NDC 0641-6008-10)",Revised,5/16/2023,Inventory is currently available,Additional lots are scheduled for manufacturing and will be available. Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",1/31/2018,"
","
","
","
","
","
","
"
Bumetanide Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"Bumetanide, Injection, .25 mg/1 mL (NDC 0641-6007-10)",Revised,5/16/2023,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the May - June 2023 timeframe.  Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",1/31/2018,"
","
","
","
","
","
","
"
Bumetanide Injection,MSN Laboratories Private Limited,Distributed by: Novadoz Pharmaceuticals LLC; Telephone: (855) 668-2369; customerservice@novadozpharma.com,"Injection, 0.25 mg/mL, 4mL (NDC 72205-101-01)",Revised,8/23/2023,Available,"
","
","
",Cardiovascular,Current,"
","
",12/13/2017,"
","
","
","
","
","
","
"
Bumetanide Injection,MSN Laboratories Private Limited,Distributed by: Novadoz Pharmaceuticals LLC; Telephone: (855) 668-2369; customerservice@novadozpharma.com,"Bumetanide, Injection, .25 mg/1 mL (NDC 72205-101-07)",Revised,8/23/2023,Available,"
","
","
",Cardiovascular,Current,"
","
",12/13/2017,"
","
","
","
","
","
","
"
Bumetanide Injection,MSN Laboratories Private Limited,Distributed by: Novadoz Pharmaceuticals LLC; Telephone: (855) 668-2369; customerservice@novadozpharma.com,"Injection, 0.25 mg/mL, 10 mL (NDC 72205-102-01)",Revised,8/23/2023,Available,"
","
","
",Cardiovascular,Current,"
","
",12/13/2017,"
","
","
","
","
","
","
"
Bumetanide Injection,MSN Laboratories Private Limited,Distributed by: Novadoz Pharmaceuticals LLC; Telephone: (855) 668-2369; customerservice@novadozpharma.com,"Bumetanide, Injection, .25 mg/1 mL (NDC 72205-102-07)",Revised,8/23/2023,Available,"
","
","
",Cardiovascular,Current,"
","
",12/13/2017,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Kindos Pharmaceuticals Co. Ltd.,844-824-8426,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 71288-723-52)",Revised,7/28/2023,Available,Meitheal Pharmaceuticals is distributor/labeler,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Kindos Pharmaceuticals Co. Ltd.,844-824-8426,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 71288-726-52)",Revised,7/28/2023,Available,Meitheal Pharmaceuticals is distributor/labeler,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 0409-1159-01)",Revised,9/11/2023,Next Delivery: September 2023; Estimated Recovery: December 2023,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 0409-1159-02)",Revised,9/11/2023,Limited Supply Available. Next Delivery: September 2023; Estimated Recovery: March 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 0409-1160-01)",Revised,9/11/2023,Next Delivery: March 2024; Estimated Recovery: December 2024,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 0409-1162-01)",Revised,9/11/2023,Next Delivery: September 2023; Estimated Recovery: December 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 0409-1162-02)",Revised,9/11/2023,Next Delivery: October 2023; Estimated Recovery: March 2024,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 0409-1163-01)",Revised,9/11/2023,Next Delivery: January 2024; Estimated Recovery: June 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 7.5 mg/1 mL (NDC 0409-1165-01)",Revised,9/11/2023,Limited Supply Available. Next Delivery: October 2023; Estimated Recovery: December 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 7.5 mg/1 mL (NDC 0409-1165-02)",Revised,9/11/2023,Available,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 7.5 mg/1 mL (NDC 0409-3613-01)",Revised,9/11/2023,Depleted,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine, Injection, 2.5 mg/1 mL (NDC 0409-1559-10)",Revised,9/11/2023,Next Delivery: October 2023; Estimated Recovery: December 2023,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine, Injection, 2.5 mg/1 mL (NDC 0409-1559-30)",Revised,9/11/2023,Limited Supply Available. Next Delivery: October 2023; Estimated Recovery: December 2023,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine, Injection, 2.5 mg/1 mL (NDC 0409-1587-50)",Revised,9/11/2023,Available,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine, Injection, 5 mg/1 mL (NDC 0409-1560-10)",Revised,9/11/2023,Next Delivery: November 2023; Estimated Recovery: March 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine, Injection, 5 mg/1 mL (NDC 0409-1560-29)",Revised,9/11/2023,Limited Supply Available. Next Delivery: January 2024; Estimated Recovery: June 2024,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine, Injection, 5 mg/1 mL (NDC 0409-1610-50)",Revised,9/11/2023,Limited Supply Available. Next Delivery: September 2023; Estimated Recovery: June 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine, Injection, 7.5 mg/1 mL (NDC 0409-1582-10)",Revised,9/11/2023,Limited Supply Available. Next Delivery and Estimated Recovery: September 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine, Injection, 7.5 mg/1 mL (NDC 0409-1582-29)",Revised,9/11/2023,Available,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/128550/download,"
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 2.5 mg/1 mL (NDC 63323-465-57)",Revised,11/29/2023,Available,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 5 mg/1 mL (NDC 63323-467-57)",Revised,11/29/2023,Available,Available. Check wholesaler for inventory.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 2.5 mg/1 mL (NDC 63323-464-17)",Revised,11/29/2023,Unavailable,Next release not available at this time. Check wholesaler for inventory.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 2.5 mg/1 mL (NDC 63323-464-37)",Revised,11/29/2023,Available,Available. Check wholesaler for inventory.,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 2.5 mg/1 mL (NDC 63323-464-31)",Revised,11/29/2023,Unavailable,Not available at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 5 mg/1 mL (NDC 63323-466-17)",Revised,11/29/2023,Unavailable,Next release not available at this time. Check wholesaler for inventory.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 5 mg/1 mL (NDC 63323-466-37)",Revised,11/29/2023,Available,Available. Check wholesaler for inventory.,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 5 mg/1 mL (NDC 63323-466-31)",Revised,11/29/2023,Unavailable,Next release not available at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 7.5 mg/1 mL (NDC 63323-472-17)",Revised,11/29/2023,Available,Available. Check wholesaler for inventory.,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 7.5 mg/1 mL (NDC 63323-472-37)",Revised,11/29/2023,Available,Available. Check wholesaler for inventory.,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 2.5 mg/1 mL (NDC 55150-167-10)",Revised,11/1/2023,Available,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 2.5 mg/1 mL (NDC 55150-168-30)",Revised,11/1/2023,Available,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 5 mg/1 mL (NDC 55150-169-10)",Revised,11/1/2023,Available,Check wholesalers for inventory,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 5 mg/1 mL (NDC 55150-170-30)",Revised,11/1/2023,Available,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 7.5 mg/1 mL (NDC 55150-171-10)",Revised,11/1/2023,Available,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 7.5 mg/1 mL (NDC 55150-172-30)",Revised,11/1/2023,Available,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 55150-249-50)",Revised,11/1/2023,Currently on backorder - next shipment November 2023,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 55150-250-50)",Revised,11/1/2023,Currently on backorder - next shipment November 2023,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Huons Co., Ltd",+82-2-854-4700 or via email intbiz@huons.com,"Bupivacaine Hydrochloride, Injection, 7.5 mg/1 mL (NDC 73293-0002-2)",Reverified,11/1/2023,Available,"
","
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Bupivacaine Hydrochloride Injection,"Areva Pharmaceuticals, Inc.","812-399-3599,  Option # 1","Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 59923-717-05)",Revised,5/4/2023,Available,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/167872/download,"
","
"
Bupivacaine Hydrochloride Injection,"Areva Pharmaceuticals, Inc.","812-399-3599,  Option # 1","Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 59923-719-10)",Revised,5/4/2023,Available,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/167872/download,"
","
"
Bupivacaine Hydrochloride Injection,"Areva Pharmaceuticals, Inc.","812-399-3599,  Option # 1","Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 59923-718-05)",Revised,5/4/2023,Available,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/167872/download,"
","
"
Bupivacaine Hydrochloride Injection,"Areva Pharmaceuticals, Inc.","812-399-3599,  Option # 1","Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 59923-720-10)",Revised,5/4/2023,Available,"
","
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
",https://www.fda.gov/media/167872/download,"
","
"
Bupivacaine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"Bupivacaine Hydrochloride, Injection, 7.5 mg/1 mL (NDC 36000-092-10)",Revised,8/1/2023,"
",Discontinuation of the manufacture of the drug,"
",Discontinuation of the manufacture of the drug,Anesthesia,To Be Discontinued,8/1/2023,8/1/2023,2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 2.5 mg/1 mL; .005 mg/1 mL (NDC 63323-461-57)",Revised,11/29/2023,Unavailable,Next release Q3-2024. Not available to order at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-463-57)",Revised,11/29/2023,Unavailable,Next release Q3-2024. Not available to order at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 2.5 mg/1 mL; .005 mg/1 mL (NDC 63323-468-17)",Revised,11/29/2023,Unavailable,Next release Q3-2024. Not available to order at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 2.5 mg/1 mL; .005 mg/1 mL (NDC 63323-468-37)",Revised,11/29/2023,Unavailable,Next release Q3-2024. Not available to order at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-462-17)",Revised,11/29/2023,Unavailable,Next release Q3-2024. Not available to order at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-462-37)",Revised,11/29/2023,Unavailable,Next release Q3-2024. Not available to order at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-462-31)",Revised,11/29/2023,Unavailable,Next release date not available at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi USA, LLC",888-386-1300,"Sensorcaine, Injection, 7.5 mg/1 mL; .005 mg/1 mL (NDC 63323-460-37)",Revised,11/29/2023,Unavailable,Next release Q3-2024. Not available to order at this time.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 2.5 mg/1 mL; 5 ug/1 mL (NDC 0409-9042-01)",Revised,9/11/2023,Next Delivery and Estimated Recovery: March 2025,Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 2.5 mg/1 mL; 5 ug/1 mL (NDC 0409-9042-17)",Revised,9/11/2023,Next Delivery and Estimated Recovery: March 2025,Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 2.5 mg/1 mL; 5 ug/1 mL (NDC 0409-9043-01)",Revised,9/11/2023,Next Delivery and Estimated Recovery: March 2025,Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 5 mg/1 mL; 5 ug/1 mL (NDC 0409-9045-01)",Revised,9/11/2023,Next Delivery and Estimated Recovery: March 2025,Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 5 mg/1 mL; 5 ug/1 mL (NDC 0409-9045-17)",Revised,9/11/2023,Next Delivery and Estimated Recovery: March 2025,Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 5 mg/1 mL; 5 ug/1 mL (NDC 0409-9046-01)",Revised,9/11/2023,Next Delivery and Estimated Recovery: March 2025,Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, 2.5 mg/1 mL; .0091 mg/1 mL (NDC 0409-1746-10)",Revised,9/11/2023,Next Delivery: October 2023; Estimated Recovery: March 2024,Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, 2.5 mg/1 mL; .0091 mg/1 mL (NDC 0409-1746-30)",Revised,9/11/2023,Next Delivery: October 2023; Estimated Recovery: June 2024,Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, 5 mg/1 mL; .0091 mg/1 mL (NDC 0409-1749-10)",Revised,9/11/2023,Next Delivery: September 2023; Estimated Recovery: June 2024,Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, 5 mg/1 mL; .0091 mg/1 mL (NDC 0409-1749-29)",Revised,9/11/2023,Next Delivery: September 2023; Estimated Recovery: March 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, 2.5 mg/1 mL; .0091 mg/1 mL (NDC 0409-1752-50)",Revised,9/11/2023,Next Delivery and Estimated Recovery: September 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., a Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, 5 mg/1 mL; .0091 mg/1 mL (NDC 0409-1755-50)",Revised,9/11/2023,Next Delivery and Estimated Recovery: September 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
"BUPROPION HYDROCHLORIDE TABLET, EXTENDED RELEASE",Endo Pharmaceuticals. Inc.,800-462-3636,"BUPROPION HYDROCHLORIDE, TABLET, EXTENDED RELEASE, 150 mg (NDC 10370-101-03)",New,10/2/2023,"
",Discontinued due to business reasons,"
",Discontinuation of the manufacture of the drug,Psychiatry,To Be Discontinued,"
",10/2/2023,10/2/2023,"
","
","
","
","
","
","
"
"BUPROPION HYDROCHLORIDE TABLET, EXTENDED RELEASE",Endo Pharmaceuticals. Inc.,800-462-3636,"BUPROPION HYDROCHLORIDE, TABLET, EXTENDED RELEASE, 150 mg (NDC 10370-101-50)",New,10/2/2023,"
",Discontinued due to business reasons,"
",Discontinuation of the manufacture of the drug,Psychiatry,To Be Discontinued,"
","
",10/2/2023,"
","
","
","
","
","
","
"
Calcium Acetate Solution,Fresenius Medical Care North America,800-323-5188,"Phoslyra, Solution, 667 mg/5 mL (NDC 49230-643-31)",New,4/5/2023,"
",FMCNA Customer Service Call: 1-800-323-5188 Hours of Operation: 7:00 a.m. – 6:00 p.m. (CT),"
",Discontinuation of the manufacture of the drug,Renal,To Be Discontinued,4/5/2023,4/5/2023,4/5/2023,"
","
","
","
","
","
","
"
Calcium Gluconate Injection,HQ Specialty Pharma,888-493-0861,"Calcium Gluconate In Sodium Chloride, Injection, 20 mg/1 mL (NDC 44567-620-24)",Revised,9/7/2023,"
","
","Available; Marketed by WG Critical Care, LLC",Demand increase for the drug,Cardiovascular; Endocrinology/Metabolism; Gastroenterology; Other; Pediatric; Pulmonary/Allergy,Resolved,9/7/2023,"
",3/24/2021,"
","
","
","
","
","
","
"
Calcium Gluconate Injection,HQ Specialty Pharma,888-493-0861,"Calcium Gluconate In Sodium Chloride, Injection, 20 mg/1 mL (NDC 44567-621-24)",Revised,9/7/2023,"
","
","Available; Marketed by WG Critical Care, LLC",Demand increase for the drug,Cardiovascular; Endocrinology/Metabolism; Gastroenterology; Other; Pediatric; Pulmonary/Allergy,Resolved,9/7/2023,"
",3/24/2021,"
","
","
","
","
","
","
"
