Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Lidocaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine, Injection, 20 mg/1 mL (NDC 63323-486-57)",Revised,6/5/2024,Available,"
","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine, Injection, 20 mg/1 mL (NDC 63323-495-27)",Revised,6/5/2024,Available,"
","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine, Injection, 20 mg/1 mL (NDC 63323-495-07)",Revised,6/5/2024,Available,"
","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine, Injection, 20 mg/1 mL (NDC 63323-496-97)",Revised,6/5/2024,Unavailable,Next release date not available at this time.,"
",Demand increase for the drug,Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Lidocaine Hydrochloride In Plastic Container, Injection, 250 mg/50 mL (0.5%; 5 mg/mL) (NDC 0409-4275-01)",Revised,5/24/2024,Unavailable,Next Delivery and Estimated Recovery: December 2026; Shortage per Manufacturer: Manufacturing Delay,"
",Delay in shipping of the drug,Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Lidocaine Hydrochloride, Injection, 250 mg/50 mL (0.5%; 5 mg/mL) (NDC 0409-4278-01)",Revised,5/24/2024,Available,"
","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Lidocaine Hydrochloride Preservative Free, Injection, 50 mg/5 mL (1%; 10 mg/mL) (NDC 0409-4713-02)",Revised,5/24/2024,Available,"
","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"Lidocaine Hydrochloride And Dextrose, Injection, 4 mg/1 mL (NDC 0338-0409-03)",Reverified,5/13/2024,Available,"
","
","
",Cardiovascular,Current,"
","
",10/25/2017,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"Lidocaine Hydrochloride And Dextrose, Injection, 8 mg/1 mL (NDC 0338-0411-02)",Reverified,5/13/2024,Available,"
","
","
",Cardiovascular,Current,"
","
",10/25/2017,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Injection, 10 mg/mL (NDC 55150-251-10)",Reverified,4/22/2024,Available,Check wholesalers for inventory,"
","
",Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Injection, 10 mg/mL (NDC 55150-252-20)",Reverified,4/22/2024,Available,Check wholesalers for inventory,"
","
",Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Injection, 20 mg/mL (NDC 55150-254-10)",Reverified,4/22/2024,Available,Check wholesalers for inventory,"
","
",Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Injection, 20 mg/mL (NDC 55150-255-20)",Reverified,4/22/2024,Available,Check wholesalers for inventory,"
","
",Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Lidocaine HCl Injection, USP Preservative Free, Injection, 10 mg/1 mL (NDC 0143-9595-25)",Revised,5/17/2024,Available,"
","
","
",Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Lidocaine HCl Injection, USP Preservative Free, Injection, 20 mg/1 mL (NDC 0143-9594-25)",Revised,5/17/2024,Available,"
","
","
",Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Lidocaine HCl Injection, USP, Injection, 10 mg/1 mL (NDC 0143-9577-10)",Revised,5/17/2024,Unavailable,Additional lots will be available in the May - June 2024 timeframe. Product will be made available as it is released.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Lidocaine HCl Injection, USP, Injection, 20 mg/1 mL (NDC 0143-9575-10)",Revised,5/17/2024,Unavailable,Additional lots will be available in the May - June 2024 timeframe. Product will be made available as it is released.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Spectra Medical Devices, LLC",978-657-0889 ext. 5231,"Injection, 10 mg/1 mL (NDC 65282-1605-1)",Reverified,4/1/2024,Available,"
","
","
",Anesthesia,Current,"
","
",6/14/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Lidocaine Hydrochloride Preservative Free, Injection, 300 mg/20 mL (1.5%; 15 mg/mL) (NDC 0409-4776-01)",Revised,5/24/2024,Available,"
","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/mL (NDC 55150-158-72)",Reverified,4/22/2024,Unavailable,Intermittent availability expected,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-159-74)",Reverified,4/22/2024,Unavailable,Intermittent availability expected,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/1 mL (NDC 55150-160-72)",Reverified,4/22/2024,Unavailable,Intermittent availability expected,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-161-02)",Reverified,4/22/2024,Available,Check wholesalers for inventory,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-162-05)",Reverified,4/22/2024,Available,Check wholesalers for inventory,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-163-30)",Reverified,4/22/2024,Available,Check wholesalers for inventory,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/mL (NDC 55150-164-02)",Reverified,4/22/2024,Available,Check wholesalers for inventory,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/1 mL (NDC 55150-165-05)",Reverified,4/22/2024,Available,Intermittent availability expected,"
","
",Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Afaxys Pharma,713-724-0238,"Injection, 10 mg/1 mL (NDC 50102-400-10)",Reverified,4/8/2024,Available,"Inventory available through ANDA, ASD Healthcare, Henry Schein, McKesson Medical-Surgical and R&S","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Sintetica US,"844-425-3131, SinteticaCS@eversana.com","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 83090-001-10)",Revised,5/15/2024,Available,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 1% 10X2ML) is Preservative free.","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Sintetica US,"844-425-3131, SinteticaCS@eversana.com","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 83090-002-10)",Revised,5/15/2024,Available,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 1% 10X5ML)  is Preservative free.","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Sintetica US,"844-425-3131, SinteticaCS@eversana.com","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 83090-003-10)",Revised,5/15/2024,Available,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 1% 10X10ML) is Preservative free.","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Sintetica US,"844-425-3131, SinteticaCS@eversana.com","Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 83090-004-10)",Revised,5/15/2024,Available,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 2% 10X2ML)  is Preservative free.","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Sintetica US,"844-425-3131, SinteticaCS@eversana.com","Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 83090-005-10)",Revised,5/15/2024,Available,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 2% 10X5ML)  is Preservative free.","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Sintetica US,"844-425-3131, SinteticaCS@eversana.com","Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 83090-006-10)",Revised,5/15/2024,Available,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 2% 10X10ML) is Preservative free.","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,Sintetica US,"844-425-3131, SinteticaCS@eversana.com","Lidocaine Hydrochloride, Injection, 40 mg/1 mL (NDC 83090-007-10)",Reverified,5/15/2024,Available,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 4% 10X5ML)  is Preservative free.","
","
",Anesthesia; Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Injection,"Huons Co., Ltd. (South Korea)",intbiz@huons.com,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 73293-0001-2)",Reverified,4/16/2024,Available,"
","
","
",Anesthesia,Current,"
","
",7/14/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Solution,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Lidocaine Viscous (Lidocaine Hydrochloride Oral Topical Solution, USP), Solution, 20 mg/1 mL (NDC 0054-3500-49)",Revised,5/17/2024,Limited Availability,Available to current customers.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",5/18/2023,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Solution,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Lidocaine Viscous (Lidocaine Hydrochloride Oral Topical Solution, USP), Solution, 20 mg/1 mL (NDC 0054-0548-44)",Revised,5/17/2024,Limited Availability,Available to current customers.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",5/18/2023,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Solution,PAI Pharma,800-845-8210,"Lidocaine Hydrochloride Viscous, Solution, 20 mg/1 mL (NDC 0121-4950-40)",New,3/18/2024,Available,"
","
","
",Anesthesia,Current,"
","
",5/18/2023,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Solution,Rubicon Research Private Limited,Daliya.Bharati@advagenpharma.com,"Solution, 20 mg/1 mL (NDC 72888-125-26)",New,1/24/2024,Available,"
","
","
",Anesthesia,Current,12/8/2023,"
",12/8/2023,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride Solution,Chartwell Molecular Holdings LLC,845-268-5000 Ext. 510,"Lidocaine Hydrochloride Viscous, Solution, 20 mg/1 mL (NDC 62135-712-42)",Reverified,5/13/2024,Available,"
","
","
",Anesthesia,Current,"
","
",5/18/2023,"
","
","
","
","
","
","
"
Linezolid Tablet,Pfizer Inc.,800-533-4535,"Zyvox, Tablet, 600 mg (NDC 0009-5138-03)",New,3/28/2024,"
",Discontinuation of the manufacture of the drug.,"
","
",Anti-Infective,To Be Discontinued,"
",3/28/2024,3/28/2024,"
","
","
","
","
","
","
"
"Linezolid Tablet, Film Coated",Pfizer Inc.,800-533-4535,"Zyvox, Tablet, Film Coated, 600 mg (NDC 0009-5138-02)",New,8/3/2023,"
",Supply expected to exhaust late September 2023; Discontinuation of the manufacture of the drug,"
","
",Anti-Infective,To Be Discontinued,8/3/2023,8/3/2023,8/3/2023,"
","
","
","
","
","
","
"
Liraglutide Injection,"Novo Nordisk, Inc.",833-493-4689,"Saxenda, Injection, 6 mg/1 mL (NDC 0169-2800-15)",Revised,6/4/2024,Limited Availability,Estimated shortage duration TBD,"
",Demand increase for the drug,Endocrinology/Metabolism,Current,"
","
",7/18/2023,"
","
","
","
","
","
","
"
Liraglutide Injection,"Novo Nordisk, Inc.",833-493-4689,"Victoza, Injection, 6 mg/1 mL (NDC 0169-4060-12)",Revised,6/4/2024,Limited Availability,Estimated shortage duration TBD,"
",Delay in shipping of the drug,Endocrinology/Metabolism,Current,"
","
",7/18/2023,"
","
","
","
","
","
","
"
Liraglutide Injection,"Novo Nordisk, Inc.",833-493-4689,"Victoza, Injection, 6 mg/1 mL (NDC 0169-4060-13)",Revised,6/4/2024,Limited Availability,Estimated shortage duration TBD,"
",Delay in shipping of the drug,Endocrinology/Metabolism,Current,"
","
",7/18/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,888-827-0616,"Capsule, 10 mg (NDC 42858-161-01)",Reverified,5/31/2024,Unavailable,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,888-827-0616,"Capsule, 20 mg (NDC 42858-162-01)",Reverified,5/31/2024,Unavailable,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,888-827-0616,"Capsule, 30 mg (NDC 42858-163-01)",Reverified,5/31/2024,Unavailable,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,888-827-0616,"Capsule, 40 mg (NDC 42858-164-01)",Reverified,5/31/2024,Unavailable,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,888-827-0616,"Capsule, 60 mg (NDC 42858-166-01)",Reverified,5/31/2024,Unavailable,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,888-827-0616,"Capsule, 50 mg (NDC 42858-165-01)",Reverified,5/31/2024,Unavailable,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Rhodes Pharmaceuticals L.P.,888-827-0616,"Capsule, 70 mg (NDC 42858-167-01)",Reverified,5/31/2024,Unavailable,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",1/11/2024,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Alvogen,844-842-8672 and email: CustomerService-US@alvogen.com,"Capsule, 10 mg (NDC 47781-562-01)",Revised,5/7/2024,Unavailable,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Alvogen,844-842-8672 and email: CustomerService-US@alvogen.com,"Capsule, 20 mg (NDC 47781-563-01)",Revised,5/7/2024,Limited Availability,Resupply End of April2024,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Alvogen,844-842-8672 and email: CustomerService-US@alvogen.com,"Capsule, 30 mg (NDC 47781-564-01)",Revised,5/7/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Alvogen,844-842-8672 and email: CustomerService-US@alvogen.com,"Capsule, 40 mg (NDC 47781-565-01)",Reverified,4/17/2024,Unavailable,Resupply End of April 2024,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Alvogen,844-842-8672 and email: CustomerService-US@alvogen.com,"Capsule, 50 mg (NDC 47781-566-01)",Reverified,4/17/2024,Unavailable,Resupply End of April 2024,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Alvogen,844-842-8672 and email: CustomerService-US@alvogen.com,"Capsule, 60 mg (NDC 47781-567-01)",Revised,5/7/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Alvogen,844-842-8672 and email: CustomerService-US@alvogen.com,"Capsule, 70 mg (NDC 47781-568-01)",Revised,5/7/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,800-706-5575,"Capsule, 10 mg (NDC 60505-4739-1)",Reverified,5/15/2024,Unavailable,Next resupply to be determined.,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",11/1/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,800-706-5575,"Capsule, 20 mg (NDC 60505-4740-1)",Reverified,5/15/2024,Limited Availability,Next resupply to be determined.,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",11/1/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,800-706-5575,"Capsule, 30 mg (NDC 60505-4741-1)",Reverified,5/15/2024,Unavailable,Next resupply to be determined.,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",11/1/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,800-706-5575,"Capsule, 40 mg (NDC 60505-4742-1)",Reverified,5/15/2024,Unavailable,Next resupply to be determined.,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",11/1/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,800-706-5575,"Capsule, 50 mg (NDC 60505-4743-1)",Reverified,5/15/2024,Limited Availability,Next resupply to be determined.,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",11/1/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,800-706-5575,"Capsule, 60 mg (NDC 60505-4744-1)",Reverified,5/15/2024,Limited Availability,Next resupply to be determined.,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",11/1/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,800-706-5575,"Capsule, 70 mg (NDC 60505-4745-1)",Reverified,5/15/2024,Limited Availability,Next resupply to be determined.,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",11/1/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"Capsule, 10 mg (NDC 0378-6854-77)",Reverified,5/31/2024,Limited Availability,Allocating limited inventory,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"Capsule, 20 mg (NDC 0378-6855-77)",Reverified,5/31/2024,Limited Availability,Allocating limited inventory,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"Capsule, 30 mg (NDC 0378-6856-77)",Reverified,5/31/2024,Limited Availability,Allocating limited inventory,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"Capsule, 40 mg (NDC 0378-6857-77)",Reverified,5/31/2024,Limited Availability,Allocating limited inventory,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"Capsule, 50 mg (NDC 0378-6858-77)",Reverified,5/31/2024,Limited Availability,Allocating limited inventory,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"Capsule, 60 mg (NDC 0378-6859-77)",Reverified,5/31/2024,Limited Availability,Allocating limited inventory,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,"Capsule, 70 mg (NDC 0378-6860-77)",Reverified,5/31/2024,Limited Availability,Allocating limited inventory,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.",800-818-4555,"Capsule, 10 mg (NDC 57664-046-88)",Revised,5/20/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.",800-818-4555,"Capsule, 30 mg (NDC 57664-048-88)",Revised,5/20/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.",800-818-4555,"Capsule, 30 mg (NDC 57664-048-88)",Revised,5/20/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.",800-818-4555,"Capsule, 40 mg (NDC 57664-049-88)",Revised,5/20/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.",800-818-4555,"Capsule, 50 mg (NDC 57664-050-88)",Revised,5/20/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.",800-818-4555,"Capsule, 60 mg (NDC 57664-051-88)",Revised,5/20/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,"Sun Pharmaceutical Industries, Inc.",800-818-4555,"Capsule, 70 mg (NDC 57664-052-88)",Revised,5/20/2024,Limited Availability,"
","
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,800-325-8888,"Capsule, 10 mg (NDC 0406-5111-01)",Revised,5/2/2024,Limited Availability,Available for primary customers only; Backorder expected in June 2024,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,800-325-8888,"Capsule, 20 mg (NDC 0406-5112-01)",Revised,5/2/2024,Limited Availability,Available to primary customers only. Stock out expected August 2024,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,800-325-8888,"Capsule, 30 mg (NDC 0406-5113-01)",Revised,5/2/2024,Limited Availability,Available to primary customers only. Stock out expected July.,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,800-325-8888,"Capsule, 40 mg (NDC 0406-5114-01)",Revised,5/2/2024,Limited Availability,Extended backorder expected until late August 2024,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,800-325-8888,"Capsule, 50 mg (NDC 0406-5115-01)",Revised,5/2/2024,Limited Availability,Extended backorder expected until late August 2024,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,800-325-8888,"Capsule, 60 mg (NDC 0406-5116-01)",Revised,5/2/2024,Limited Availability,Extended backorder expected until late August 2024,"
",Shortage of an active ingredient,Psychiatry,Current,"
","
",7/14/2023,"
","
","
","
","
","
","
"
