Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Cosopt-PF® dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 0.2 mL single use, 60 count (NDC 17478-604-30)",Revised,12/20/2019,Available,"Marketed by Akorn, Inc. To order, contact Akorn Customer Service (1-800-932-5676)","
",Other,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Sandoz,800-525-8747,"Dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 10 mL (NDC 61314-030-02)",Reverified,3/30/2020,Limited short-dated supply available.,"Labeled under Sandoz Inc. To order, contact Sandoz Inc. at 1-800-525-8747","
",Demand increase for the product,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Bausch Health,800-321-4576,"Dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 10 mL (NDC 24208-486-10)",Revised,12/13/2019,Intermittent backorders through Q1 2020. Estimated availability: Late January 2020/February 2020,"Marketed by Bausch & Lomb Inc. To order, contact Bausch & Lomb, a division of Valeant Pharmaceuticals North America at pharcs@valeant.com","
",Other,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Teva Pharmaceuticals,800-545-8800,"Dorzolamide hydrochloride 22.3 mg/mL and Timolol maleate 6.8 mg/mL, 10 mL (NDC 0591-2482-79)",Reverified,3/17/2020,Unavailable,This was a business-related decision to discontinue manufacturing these products.,"
",Discontinuation of the manufacture of the drug,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
",https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Dorzolamide+Hydrochloride+and+Timolol+Maleate+%28Cosopt%29+Ophthalmic+Solution&st=d&tab=tabs-2,"
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Teva Pharmaceuticals,800-545-8800,"Dorzolamide Hydrochloride and Timolol Maleate 20 mg and 5 mg/mL, 10 mL (0591-2482-79)",New,4/20/2018,"
",This was a business-related decision to discontinue manufacturing this product.,"
","
",Ophthalmology,To be Discontinued,4/20/2018,4/20/2018,4/20/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride and Timolol Maleate (Cosopt) Ophthalmic Solution,Aurobindo Pharma,866-850-2876,"Dorzolamide HCl and Timolol Maleate (Cosopt® PF) Ophthalmic Solution 2%/0.5% Preservative Free, 2mL single use container (NDC 65862-0947-60)",Reverified,12/13/2019,Available,Available,"
",Other,Ophthalmology,Current,"
","
",9/28/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride Ophthalmic Solution,Teva Pharmaceuticals,800-545-8800,"Dorzolamide hydrochloride 22.3 mg/mL, 10 mL (NDC 0591-2481-79)",New,4/20/2018,"
",This was a business-related decision to discontinue manufacturing these products,"
","
",Ophthalmology,To be Discontinued,4/20/2018,4/20/2018,4/20/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride Ophthalmic Solution,Teva Pharmaceuticals,800-545-8800,"Dorzolamide hydrochloride 22.3 mg/mL, 10 mL (NDC 0093-7618-43)",New,4/20/2018,"
",This was a business-related decision to discontinue manufacturing these products,"
","
",Ophthalmology,To be Discontinued,4/20/2018,4/20/2018,4/20/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride Ophthalmic Solution,Teva Pharmaceuticals,800-545-8800,"Dorzolamide Hydrochloride 22.3 mg/mL, 10 mL (NDC 0591-2481-79)",Reverified,3/17/2020,Unavailable,This was a business-related decision to discontinue manufacturing these products,"
",Discontinuation of the manufacture of the drug,Ophthalmology,Current,4/20/2018,4/20/2018,6/1/2018,"
","
","
","
",https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Dorzolamide+Hydrochloride+Ophthalmic+Solution&st=d&tab=tabs-2,"
","
"
Dorzolamide Hydrochloride Ophthalmic Solution,Teva Pharmaceuticals,800-545-8800,"Dorzolamide Hydrochloride 22.3 mg/mL, 10 mL (NDC 0093-7618-43)",Reverified,3/17/2020,Unavailable,This was a business-related decision to discontinue manufacturing these products,"
",Discontinuation of the manufacture of the drug,Ophthalmology,Current,4/20/2018,4/20/2018,6/1/2018,"
","
","
","
",https://www.accessdata.fda.gov/scripts/drugshortages/dsp_ActiveIngredientDetails.cfm?AI=Dorzolamide+Hydrochloride+Ophthalmic+Solution&st=d&tab=tabs-2,"
","
"
Dorzolamide Hydrochloride Ophthalmic Solution,Sandoz,800-525-8747,"Dorzolamide hydrochloride 22.3 mg/mL, 10 mL (NDC 61314-019-10)",Reverified,3/30/2020,Supply available,"Labeled under Sandoz Inc. To order, contact Sandoz Inc. at 1-800-525-8747","
",Demand increase for the product,Ophthalmology,Current,"
","
",1/25/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride Ophthalmic Solution,Akorn Pharmaceuticals,800-932-5676,"Dorzolamide hydrochloride 22.3 mg/mL, 10 mL (NDC 50383-232-10)",Revised,12/2/2019,"Limit availability / Recovery expected Q1, 2020","Manufacturer interruption production issues. Distributed by Hi-Tech Pharmacal Co., Inc. To order, contact Akorn Customer Service (1-800-932-5676)","
",Other,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride Ophthalmic Solution,Merck Sharp & Dohme Corp.,800-637-2579,"TRUSOPT® dorzolamide hydrochloride ophthalmic solution 2%, 10 mL in an 18 mL capacity bottle (NDC 0006-3519-36)",Reverified,6/1/2018,Product is available,"For additional information please contact: Merck National Service Center, Telephone Number: 1-800-672-6372","
",Demand increase for the drug,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Dorzolamide Hydrochloride Ophthalmic Solution,Bausch Health,800-321-4576,"Dorzolamide hydrochloride USP 2%, 10 mL (NDC 24208-485-10)",Revised,12/13/2019,Currently on backorder. Estimated availability: January 2020,"Marketed by Bausch & Lomb Inc. To order, contact Bausch & Lomb, a division of Bausch Health US, LLC at pharcs@bauschhealth.com","
",Other,Ophthalmology,Current,"
","
",1/24/2018,"
","
","
","
","
","
","
"
Doxorubicin Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"2 mg/mL, 10 mL single-dose vial (NDC 63323-883-10)",New,3/5/2020,"
",Product available. Check wholesalers for inventory or contact Customer Service to place a direct order. 10 mL will be discontinued when inventory is depleted.,"
","
",Oncology;Pediatric,To Be Discontinued,3/5/2020,3/5/2020,3/5/2020,"
","
","
","
","
","
","
"
Doxycycline Capsules,Teva Pharmaceuticals,800-545-8800,50 mg capsules (NDC 0591-0410-01),New,4/29/2019,"
",This product discontinuation is a business related decision.,"
","
",Anti-Infective,To be Discontinued,4/29/2019,4/29/2019,4/29/2019,"
","
","
","
","
","
","
"
Doxycycline Capsules,Teva Pharmaceuticals,800-545-8800,75 mg capsules (NDC 0591-2404-01),New,4/29/2019,"
",This product discontinuation is a business related decision.,"
","
",Anti-Infective,To be Discontinued,4/29/2019,4/29/2019,4/29/2019,"
","
","
","
","
","
","
"
Doxycycline Capsules,Teva Pharmaceuticals,800-545-8800,100 mg capsules (NDC 0591-0411-50),New,4/29/2019,"
",This product discontinuation is a business related decision.,"
","
",Anti-Infective,To be Discontinued,4/29/2019,4/29/2019,4/29/2019,"
","
","
","
","
","
","
"
Doxycycline Hyclate Capsules,Teva Pharmaceuticals,800-545-8800,50 mg  (NDC 0591-5535-50),New,10/15/2019,"
",This product is being discontinued due to a business decision.,"
","
",Anti-Infective,To be Discontinued,10/15/2019,10/15/2019,10/15/2019,"
","
","
","
","
","
","
"
Doxycycline Hyclate Capsules,Teva Pharmaceuticals,800-545-8800,100 mg (NDCs 0591-5440-50 and 0591-5440-05),New,10/15/2019,"
",This product is being discontinued due to a business decision.,"
","
",Anti-Infective,To be Discontinued,10/15/2019,10/15/2019,10/15/2019,"
","
","
","
","
","
","
"
Doxycycline Hyclate Delayed Release Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,150 mg tablets (NDC 0378-3030-01),New,9/9/2019,"
","
","
","
",Anti-Infective,To be Discontinued,9/9/2019,9/9/2019,9/9/2019,"
","
","
","
","
","
","
"
Dronabinol Capsules,"Endo Pharmaceuticals, Inc.",800-462-3636,"2.5 mg capsules (NDC 498840-867-02), 5 mg capsules (NDC 498840-868-02), 10 mg capsules (NDC 498840-869-02)",New,2/7/2019,"
","
","
","
",Gastroenterology,To be Discontinued,2/7/2019,2/7/2019,2/7/2019,"
","
","
","
","
","
","
"
Dutasteride Capsules,Apotex Corp.,800-706-5575,0.5 mg capsules (NDCs 60505-3877-9 and 60505-3877-3),New,1/7/2020,"
","
","
","
",Urology,To be Discontinued,1/7/2020,1/7/2020,1/7/2020,"
","
","
","
","
","
","
"
Echothiophate Iodide (Phospholine Iodide) Ophthalmic Solution,Pfizer Pharmaceuticals,800-533-4535,6.25 mg package for 0.125% (NDC 0046-1065-05),Reverified,3/25/2020,Next delivery and Estimated recovery: June 2020,Shortage per manufacturer: Manufacturing Delay,"
",Other,Ophthalmology,Current,"
","
",9/24/2019,"
","
","
","
","
","
","
"
"Enalaprilat Injection, USP","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"2.5mg/2mL, vial (NDC 0143-9786-10)",Revised,2/7/2020,Inventory is currently available.,Additional lots will be scheduled for manufacturing Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",3/29/2019,"
","
","
","
","
","
","
"
"Enalaprilat Injection, USP","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"1.25mg/mL, vial  (NDC 0143-9787-10)",Revised,2/7/2020,Inventory is currently available.,Additional lots will be scheduled for manufacturing Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",3/29/2019,"
","
","
","
","
","
","
"
"Enalaprilat Injection, USP","Hospira, Inc.",844-646-4398,1.25 mg/mL; Single Dose Glass Fliptop Vial (NDC 00409-2122-01),Revised,3/24/2020,Discontinuation of the manufacture of the drug.,"
","
","
",Cardiovascular,Current,"
","
",3/29/2019,"
","
","
","
","
","
","
"
"Enalaprilat Injection, USP","Hospira, Inc.",844-646-4398,2.5 mg/2 mL (1.25 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2122-02),Revised,3/24/2020,Discontinuation of the manufacture of the drug.,"
","
","
",Cardiovascular,Current,"
","
",3/29/2019,"
","
","
","
","
","
","
"
"Enalaprilat Injection, USP","Hospira, Inc.",844-646-4398,1.25 mg/mL; Single Dose Glass Fliptop Vial (NDC 00409-2122-01),New,3/24/2020,"
",Discontinuation of the manufacture of the drug.,"
","
",Cardiovascular,To be Discontinued,"
",3/24/2020,3/24/2020,"
","
","
","
","
","
","
"
"Enalaprilat Injection, USP","Hospira, Inc.",844-646-4398,2.5 mg/2 mL (1.25 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2122-02),New,3/24/2020,"
",Discontinuation of the manufacture of the drug.,"
","
",Cardiovascular,To be Discontinued,"
",3/24/2020,3/24/2020,"
","
","
","
","
","
","
"
Entecavir Tablets,Teva Pharmaceuticals,800-545-8800,0.5mg tablets (NDCs 0093-5786-98 and 0093-5786-56),New,2/14/2020,"
","
","
","
",Antiviral,To be Discontinued,2/14/2020,2/14/2020,2/14/2020,"
","
","
","
","
","
","
"
Entecavir Tablets,Teva Pharmaceuticals,800-545-8800,1mg tablets (NDC 0093-5787-56),New,2/14/2020,"
","
","
","
",Antiviral,To be Discontinued,2/14/2020,2/14/2020,2/14/2020,"
","
","
","
","
","
","
"
Epinastine Hydrochloride (Elestat®) Ophthalmic Solution,Allergan,800-678-1605,5 mL in 10 mL bottle (NDC 00023-9201-05),New,8/19/2019,"
","
","
","
",Ophthalmology,To be Discontinued,8/19/2019,8/19/2019,8/19/2019,"
","
","
","
","
","
","
"
"Epinephrine Injection, 0.1 mg/mL","Hospira, Inc.",844-646-4398,"1 mg/10 mL (0.1 mg/mL); LifeShield Abboject Glass Syringe (NDC 00409-4921-34, pack of 10; NDC 0409-4921-20, individual)",Reverified,3/25/2020,Limited Supply Available. Next Delivery: March 2020; Estimated Recovery: August 2020,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Cardiovascular;Pulmonary/Allergy,Current,"
","
",4/27/2012,"
","
","
","
",https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,"
","
"
"Epinephrine Injection, 0.1 mg/mL","Amphastar Pharmaceuticals, Inc./IMS",800-423-4136,"1:10,000, 10mL Luer-Jet Prefilled Syringe",Reverified,3/30/2020,Intermittent supply,"IMS is releasing product, but market demand continues to exceed our capacity","
",Demand increase for the drug,Cardiovascular;Pulmonary/Allergy,Current,"
","
",4/27/2012,"
","
","
","
","
","
","
"
,,,(NDC 76329-3316-1)(old NDC 0548-3316-00),,,,,,,,,,,,,,,,,,
"Epinephrine Injection, Auto-Injector",Teva Pharmaceuticals,800-545-8800,"0.3 mg/mL epinephrine injection, USP, auto-injector (NDC 0093-5986-27)",Revised,3/17/2020,"Available but sporadic supply interruptions through June, 2020","
","
","
",Pulmonary/Allergy,Current,"
","
",12/7/2018,"
","
","
","
","
","
","
"
"Epinephrine Injection, Auto-Injector",Mylan Specialty,800-RXMYLAN (1-800-796- 9526),"0.3 mg (EpiPen® NDC 49502-500-02, pack of 2; NDC 49502-500-01, individual) (Authorized Generic NDC 49502-102-02, pack of 2; NDC 49502-102-01, individual)",Revised,3/24/2020,Available,"Meridian Medical Technologies, a subsidiary of Pfizer that manufactures EpiPen® and the authorized generic version, continues to experience manufacturing constraints. Currently, supplies will vary from pharmacy to pharmacy. Mylan, the distributor, is expediting shipments to wholesalers upon receipt from Pfizer. Patients who are experiencing difficulty accessing product should continue to contact Mylan Customer Relations at 800-796-9526 for assistance in locating alternative pharmacies.","
",Manufacturing delays,Pulmonary/Allergy,Current,"
","
",5/9/2018,"
","
","
","
",https://www.fda.gov/media/127690/download,"
","
"
"Epinephrine Injection, Auto-Injector",Mylan Specialty,800-RXMYLAN (1-800-796- 9526),0.15 mg (EpiPen® NDC 49502-501-02) (Authorized Generic NDC 49502-101-02),Revised,3/24/2020,Available,"Meridian Medical Technologies, a subsidiary of Pfizer that manufactures EpiPen® and the authorized generic version, continues to experience manufacturing constraints. Currently, supplies will vary from pharmacy to pharmacy. Mylan, the distributor, is expediting shipments to wholesalers upon receipt from Pfizer. Patients who are experiencing difficulty accessing product should continue to contact Mylan Customer Relations at 800-796-9526 for assistance in locating alternative pharmacies.","
",Manufacturing delays,Pulmonary/Allergy,Current,"
","
",5/9/2018,"
","
","
","
",https://www.fda.gov/media/126548/download,"
","
"
"Epinephrine Injection, Auto-Injector",Impax Laboratories,877-99-Impax(46729); option 2,"0.15 mg/0.15 mL epinephrine injection, USP, pre-filled auto-injector (two pack)(NDC 0115-1695-49)",Revised,12/13/2019,On allocation to current customers.,"
","
",Manufacturing delays,Pulmonary/Allergy,Current,"
","
",5/9/2018,"
","
","
","
",https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM612883.pdf,"
","
"
"Epinephrine Injection, Auto-Injector",Impax Laboratories,877-99-Impax(46729); option 2,"0.3 mg/0.3 mL epinephrine injection, USP, pre-filled auto-injector (two pack)(NDC 0115-1694-49)",Revised,12/13/2019,On allocation to current customers.,"
","
",Manufacturing delays,Pulmonary/Allergy,Current,"
","
",5/9/2018,"
","
","
","
",https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM612883.pdf,"
","
"
"Epinephrine Injection, Auto-Injector",Kaleo,877-30-AUVIQ (1-877-302-8847),"Carton containing two AUVI-Q (epinephrine injection, USP) 0.3 mg auto-injectors and a single AUVI-Q Trainer (NDC 60842-023-01)",Reverified,3/18/2020,Available,AUVI-Q is readily available and not currently in shortage.,"
","
",Pulmonary/Allergy,Current,"
","
",5/9/2018,"
","
","
","
","
","
","
"
"Epinephrine Injection, Auto-Injector",Kaleo,877-30-AUVIQ (1-877-302-8847),"Carton containing two AUVI-Q (epinephrine injection, USP) 0.15 mg auto-injectors and a single AUVI-Q Trainer (NDC 60842-022-01)",Reverified,3/18/2020,Available,AUVI-Q is readily available and not currently in shortage.,"
","
",Pulmonary/Allergy,Current,"
","
",5/9/2018,"
","
","
","
","
","
","
"
"Epinephrine Injection, Auto-Injector",Kaleo,877-30-AUVIQ (1-877-302-8847),"Carton containing two AUVI-Q (epinephrine injection, USP) 0.1 mg auto-injectors and a single AUVI-Q Trainer (NDC 60842-021-01)",Reverified,3/18/2020,Available,AUVI-Q is readily available and not currently in shortage.,"
","
",Pulmonary/Allergy,Current,"
","
",5/9/2018,"
","
","
","
","
","
","
"
"Epinephrine Injection, Auto-Injector",Adamis Pharmaceuticals Corporation,800-230-3935,"Carton containing two SYMJEPI (epinephrine injection, USP) 0.3 mg single-dose, pre-filled syringes (NDC 0781-3442-20)",Reverified,12/17/2019,Available,"
","
","
",Pulmonary/Allergy,Current,"
","
",12/7/2018,"
","
","
","
","
","
","
"
"Epinephrine Injection, Auto-Injector",Adamis Pharmaceuticals Corporation,800-230-3935,"Carton containing two SYMJEPI (epinephrine injection, USP) 0.15 mg single-dose, pre-filled syringes (NDC 0781-3448-20)",Reverified,12/17/2019,Available,"
","
","
",Pulmonary/Allergy,Current,"
","
",12/7/2018,"
","
","
","
","
","
","
"
"Epinephrine Injection, Auto-Injector",Teva Pharmaceuticals,800-545-8800,"0.15 MG Epinephrine Injection, USP auto-injector (NDC 0093-5985-27)",Revised,3/17/2020,"Available but sporadic supply interruptions through June, 2020","
","
","
",Pulmonary/Allergy,Current,"
","
",12/7/2018,"
","
","
","
","
","
","
"
Epirubicin Hydrochloride Injection,Teva Pharmaceuticals,800-545-8800,2 mg/1 mL  (NDCs 45963-608-60 and 45963-608-68),New,7/17/2019,"
",This product discontinuation is a business related decision.  Anticipated discontinuance time is first quarter of the year 2020.,"
","
",Oncology,To be Discontinued,7/17/2019,7/17/2019,7/17/2019,"
","
","
","
","
","
","
"
Epirubicin Hydrochloride Injection,Cipla Limited,844-247-5287,2 mg/1 mL  (NDCs 25021-203-25 and 59923-701-25),New,7/17/2019,"
",Anticipated unavailability of product is September 2019.,"
","
",Oncology,To be Discontinued,7/17/2019,7/17/2019,7/17/2019,"
","
","
","
","
","
","
"
Eprosartan Mesylate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,Eprosartan Mesylate 600mg T 30s (NDC 0378-6629-93),Revised,3/16/2020,"
",Mylan has made a business decision to discontinue this product.,"
","
",Cardiovascular,To be Discontinued,3/16/2020,3/16/2020,3/11/2019,"
","
","
","
","
","
","
"
Eptifibatide (Integrilin) Injection,Merck Sharp & Dohme Corp.,800-672-6372,0.75 mg/mL (NDCs 0085-1136-02 and 0085-1136-03),New,11/18/2019,"
",The following presentation will continue to be available: 0.75 mg/mL (NDC 0085-1136-01 ),"
","
",Cardiovascular,To be Discontinued,11/18/2019,11/18/2019,11/18/2019,"
","
","
","
","
","
","
"
Eptifibatide (Integrilin) Injection,Merck Sharp & Dohme Corp.,800-672-6372,2 mg/mL (NDCs 0085-1177-03 and 0085-1177-05),New,11/18/2019,"
",The following presentations will continue to be available: 2 mg/mL (NDCs 0085-1177-01 and 0085-1177-02),"
","
",Cardiovascular,To be Discontinued,11/18/2019,11/18/2019,11/18/2019,"
","
","
","
","
","
","
"
"Erythromycin Lactobionate for Injection, USP","Hospira, Inc.",844-646-4398,500 mg Single Dose Glass Fliptop Vial (NDC 00409-6482-01),Reverified,3/25/2020,Available,"
","
",Other,Anti-Infective,Current,"
","
",5/21/2018,"
","
","
","
","
","
","
"
"Erythromycin Lactobionate for Injection, USP","Hospira, Inc.",844-646-4398,500 mg Single-dose ADD-Vantage® Vial (NDC 00409-6476-44),Reverified,3/25/2020,Available,"
","
",Other,Anti-Infective,Current,"
","
",5/21/2018,"
","
","
","
","
","
","
"
Erythromycin Ophthalmic Ointment,Akorn Pharmaceuticals,800-932-5676,Erythromycin Ophthalmic Ointment 0.5%: 3.5 g tube (NDC 17478-070-35),Revised,12/2/2019,Limited availability.,"Expected availability Dec, 2019","
",Requirements related to complying with good manufacturing practices,Ophthalmology,Current,"
","
",3/5/2019,"
","
","
","
","
","
","
"
Erythromycin Ophthalmic Ointment,Akorn Pharmaceuticals,800-932-5676,Erythromycin Ophthalmic Ointment 0.5%: 1 g  tube (unit dose) (NDC17478-070-01),Revised,12/2/2019,On backorder,"Expected availability Oct 1, 2019","
",Requirements related to complying with good manufacturing practices,Ophthalmology,Current,"
","
",3/5/2019,"
","
","
","
","
","
","
"
Erythromycin Ophthalmic Ointment,Akorn Pharmaceuticals,800-932-5676,Erythromycin Ophthalmic Ointment 0.5%: 3.5 g tube (NDC 17478-824-35)(Premier),Revised,12/2/2019,No longer distributing,"
","
","
",Ophthalmology,Current,"
","
",3/5/2019,"
","
","
","
","
","
","
"
Erythromycin Ophthalmic Ointment,Akorn Pharmaceuticals,800-932-5676,Erythromycin Ophthalmic Ointment 0.5%: 1 g  tube (unit dose) (NDC 17478-824-01)(Premier),Revised,12/2/2019,No longer distributing,"
","
","
",Ophthalmology,Current,"
","
",3/5/2019,"
","
","
","
","
","
","
"
Erythromycin Ophthalmic Ointment,Bausch Health,800-321-4576,3.5 g in 1 Tube (NDC 24208-910-55),Reverified,12/13/2019,Available,"Distributed by: Bausch & Lomb Incorporated, a division of  Bausch Health Americas, Inc, Bridgewater, NJ 08807 USA","
",Demand increase for the drug,Ophthalmology,Current,"
","
",3/5/2019,"
","
","
","
","
","
","
"
Erythromycin Ophthalmic Ointment,Bausch Health,800-321-5676,1 g in cartons of 50 (NDC 24208-910-19),Reverified,12/13/2019,Available,"Distributed by: Bausch & Lomb Incorporated, a division of  Bausch Health Americas, Inc, Bridgewater, NJ 08807 USA","
",Demand increase for the drug,Ophthalmology,Current,"
","
",3/5/2019,"
","
","
","
","
","
","
"
Erythromycin Ophthalmic Ointment,Perrigo Company PLC,269-673-8451,"1 gram, 50-count (NDC 00574-4024-50)",Revised,12/10/2019,Available and shipping,"
","
",Demand increase for the drug,Ophthalmology,Current,"
","
",3/5/2019,"
","
","
","
","
","
","
"
Erythromycin Ophthalmic Ointment,Perrigo Company PLC,269-673-8451,"3.5 gram, 1-count (NDC 00574-4024-35)",Revised,12/10/2019,Available and shipping,"
","
",Demand increase for the drug,Ophthalmology,Current,"
","
",3/5/2019,"
","
","
","
","
","
","
"
Erythromycin Ophthalmic Ointment,Perrigo Company PLC,269-673-8451,"3.5 gram, 24-count (NDC 00574-4024-39)",Revised,12/10/2019,Available and shipping,"
","
",Demand increase for the drug,Ophthalmology,Current,"
","
",3/5/2019,"
","
","
","
","
","
","
"
Escitalopram (Lexapro) 5 mg/5 mL Oral Solution,Allergan Sales LLC,800-678-1605,Lexapro oral solution 240 mL bottle 5 mg/5mL (NDC 0456-2101-08),New,5/2/2019,"
","
","
","
",Psychiatry,To be Discontinued,5/2/2019,5/2/2019,5/2/2019,"
","
","
","
","
","
","
"
Escitalopram (Lexapro) 5 mg/5 mL Oral Solution,Allergan Sales LLC,800-678-1605,Escitalopram Oxalate oral solution 240 mL bottle (NDC 0591-4151-38),New,5/2/2019,"
","
","
","
",Psychiatry,To be Discontinued,5/2/2019,5/2/2019,5/2/2019,"
","
","
","
","
","
","
"
Ethinyl Estradiol and Levonorgestrel (Myzilra),"Endo Pharmaceuticals, Inc.",800-462-3636,"0.03mg, 0.04mg, 0.03mg, 0.05mg, 0.075mg, 0.125mg; 6 blister pack in 1 carton (NDC 0603-7625-17)",New,5/10/2019,"
",Discontinued due to business reasons.,"
","
",Reproductive,To be Discontinued,5/10/2019,5/10/2019,5/10/2019,"
","
","
","
","
","
","
"
Ethinyl Estradiol and Levonorgestrel (Myzilra),"Endo Pharmaceuticals, Inc.",800-462-3636,"0.03mg, 0.04mg, 0.03mg, 0.05mg, 0.075mg, 0.125mg; 3 blister pack in 1 carton (NDC 0603-7625-49)",New,5/10/2019,"
",Discontinued due to business reasons.,"
","
",Reproductive,To be Discontinued,5/10/2019,5/10/2019,5/10/2019,"
","
","
","
","
","
","
"
Ethiodized Oil (Lipiodol) Injection,Guerbet LLC,877-729-6679,Box of one 10 mL ampoule (NDC 67684-1901-1),Revised,8/1/2019,"
","
",Available,"
",Medical Imaging;Oncology,Resolved,8/1/2019,"
",6/24/2015,"
","
","
","
","
","
","
"
Ethiodized Oil (Lipiodol) Injection,Guerbet LLC,877-729-6679,Box of one 10 mL ampoule (NDC 67684-1901-1),Revised,7/31/2019,"
","
","
","
",Medical Imaging;Oncology,Resolved,7/31/2019,"
",7/12/2016,"
","
","
","
","
","
","
"
"Ethosuximide Oral Solution, USP",Teva Pharmaceuticals,800-545-8800,"250 mg/5mL, 474 mL Bottle (NDC 0093-9660-16)",New,5/17/2019,"
",Teva made a business decision to discontinue this product.,"
","
",Neurology,To be Discontinued,5/17/2019,5/17/2019,5/17/2019,"
","
","
","
","
","
","
"
Etomidate (Amidate) Injection,"Hospira, Inc.",844-646-4398,40 mg/20 mL (2 mg/mL) Abboject Glass Syringe (NDC 00409-8060-29),New,3/24/2020,"
",Discontinuation of the manufacture of the drug.,"
","
",Analgesia/Addiction;Anesthesia,To be Discontinued,3/24/2020,3/24/2020,3/24/2020,"
","
","
","
","
","
","
"
Exenatide (BYDUREON) Extended Release for Injectable Suspension,AstraZeneca,800-236-9933,"BYDUREON® (exenatide extended-release) for injectable suspension, for subcutaneous use;  Single Dose Tray presentation; (2 mg) (NDC 0310-6520-04)",New,4/3/2018,"
","The planned permanent discontinuance of the Bydureon Single Dose Tray inventory from the U.S. market is September 30, 2018.  There are currently 2 other delivery options for exenatide-extended-release:  the Bydureon® Dual Chamber Pen presentation (NDC 0310-6530-04) and Bydureon® BCise™ (NDC 0310-6540-04).","
","
",Endocrinology/Metabolism,To be Discontinued,4/3/2018,4/3/2018,4/3/2018,"
","
","
","
","
","
","
"
Fenofibric Acid Delayed-Release Capsules,Par Pharmaceutical,800-828-9393,Fenofibric Acid Delayed-Release Capsules 45mg 90s (NDC 10370-209-09),New,4/15/2019,"
",Par has made a business decision to permanently discontinue the drug product.,"
","
",Endocrinology/Metabolism,To be Discontinued,4/15/2019,4/15/2019,4/15/2019,"
","
","
","
","
","
","
"
Fenofibric Acid Delayed-Release Capsules,Par Pharmaceutical,800-828-9393,Fenofibric Acid Delayed-Release Capsules 135mg 90s (NDC 10370-210-09),New,4/15/2019,"
",Par has made a business decision to permanently discontinue the drug product.,"
","
",Endocrinology/Metabolism,To be Discontinued,4/15/2019,4/15/2019,4/15/2019,"
","
","
","
","
","
","
"
Fenofibric Acid Delayed-Release Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"45 mg, 90 count bottle (NDC 0378-2589-77)",New,5/2/2019,"
","
","
","
",Endocrinology/Metabolism,To be Discontinued,5/2/2019,5/2/2019,5/2/2019,"
","
","
","
","
","
","
"
