Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Leuprolide Acetate Injection,Abbvie,800-621-1020,"Lupron Depot PED, 1 Month 11.25 mg PDS Kit (NDC 0074-2282-03)",Revised,10/24/2022,"
","
",Available,"
",Endocrinology/Metabolism;Oncology,Resolved,10/24/2022,"
",7/24/2020,"
","
","
","
","
","
","
"
Leuprolide Acetate Injection,Abbvie,800-621-1020,"Lupron Depot PED, 1 Month 15 mg PDS Kit (NDC 0074-2440-03)",Revised,10/24/2022,"
","
",Available,"
",Endocrinology/Metabolism;Oncology,Resolved,10/24/2022,"
",7/24/2020,"
","
","
","
","
","
","
"
Leuprolide Acetate Injection,Abbvie,800-621-1020,"Lupron Depot PED, 1 Month 7.5 mg PDS Kit (NDC 0074-2108-03)",Revised,10/24/2022,"
","
",Available,"
",Endocrinology/Metabolism;Oncology,Resolved,10/24/2022,"
",7/24/2020,"
","
","
","
","
","
","
"
Leuprolide Acetate Injection,Abbvie,800-621-1020,"Lupron Depot PED, 3 Months, 11.25mg (NDC 0074-3779-03)",Revised,10/24/2022,"
","
",Available,"
",Endocrinology/Metabolism;Oncology,Resolved,10/24/2022,"
",7/24/2020,"
","
","
","
","
","
","
"
Levoleucovorin Calcium Pentahydrate Injection,Ingenus Pharmaceuticals LLC,866-321-5031,10 mg/1mL (NDC 50742-494-17),New,12/10/2021,"
","
","
","
",Oncology;Pediatric,To be Discontinued,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Levoleucovorin Calcium Pentahydrate Injection,Ingenus Pharmaceuticals LLC,866-321-5031,10 mg 1mL (NDC 50742-495-25),New,12/10/2021,"
","
","
","
",Oncology;Pediatric,To be Discontinued,"
","
",12/10/2021,"
","
","
","
","
","
","
"
Levoleucovorin Injection,Sandoz,800-525-8747,175 mg/17.5 mL (10 mg/mL) (NDC 0781-3201-94 ),New,5/5/2022,"
","
","
","
",Oncology;Pediatric,To be Discontinued,"
","
",5/5/2022,"
","
","
","
","
","
","
"
Lidocaine HCl Topical Jelly,Teva Pharmaceuticals,800-545-8800,"Lidocaine HCl Topical Jelly, 20 mg/1 mL (2%), 5 mL (NDC 0591-3012-26)",New,4/27/2018,"
","
","
","
",Anesthesia,To be Discontinued,"
","
",4/27/2018,"
","
","
","
","
","
","
"
Lidocaine HCl Topical Jelly,Teva Pharmaceuticals,800-545-8800,"Lidocaine HCl Topical Jelly, 20 mg/1 mL (2%), 30 mL (NDC 0591-3012-30)",New,4/27/2018,"
","
","
","
",Anesthesia,To be Discontinued,"
","
",4/27/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags,Baxter Healthcare,888-229-0001,"Lidocaine Hydrochloride and 5% Dextrose Injection USP, 2 gram/500 mL (4mg/mL) in VIAFLEX Plus container. Product code 2B0973 (NDC 0338-0409-03)",Reverified,1/24/2023,Available,"
","
","
",Cardiovascular,Current,"
","
",10/25/2017,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags,Baxter Healthcare,888-229-0001,"Lidocaine Hydrochloride and 5% Dextrose Injection USP, 2 gram/250 mL (8mg/mL) in VIAFLEX Plus container. Product code 2B0962 (NDC 0338-0411-02)",Reverified,1/24/2023,Available on allocation,"
","
",Demand increase,Cardiovascular,Current,"
","
",10/25/2017,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags,B. Braun Medical Inc.,800-227-2862,0.8% Lidocaine Hydrochloride and 5% Dextrose in 250mL Excel Plastic container P5982 (NDC 00264-9598-20),Reverified,5/6/2021,Product available,"
","
",Other,Cardiovascular,Current,"
","
",10/25/2017,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags,B. Braun Medical Inc.,800-227-2862,0.4% Lidocaine Hydrochloride and 5% Dextrose in 250mL Excel Plastic container P5942 (NDC 00264-9594-20),Reverified,5/6/2021,Product available,"
","
",Other,Cardiovascular,Current,"
","
",10/25/2017,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) and Dextrose Injection Solution-Premix Bags,B. Braun Medical Inc.,800-227-2862,0.4% Lidocaine Hydrochloride and 5% Dextrose in 500mL Excel Plastic container P5941 (NDC 00264-9594-10),Reverified,5/6/2021,Product available,"
","
",Other,Cardiovascular,Current,"
","
",10/25/2017,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Lidocaine 0.5% Xylocaine 0.5% injection 5 mg/mL, 50 mL vial (NDC 63323-0484-57)",Revised,1/26/2023,Not available at this time.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 0.5% - MPF injection, APP 5 mg/mL, 50 mL vial (NDC 63323-0491-57)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Lidocaine 1% Lidocaine 1% injection 10 mg/mL, 2 mL vial (NDC 63323-0201-02)",Revised,1/26/2023,Available,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Lidocaine 1% Lidocaine 1% injection 10 mg/mL, 10 mL vial (NDC 63323-0201-10)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 1% injection 10 mg/mL, 20 mL vial (NDC 63323-0485-27)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 1% injection 10 mg/mL, 50 mL vial (NDC 63323-0485-57)",Revised,1/26/2023,Backordered. Next release February 2023.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 1% - MPF injection 10 mg/mL, 2 mL vial (NDC 63323-0492-27)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 1% - MPF injection 10 mg/mL, 2 mL glass ampule (NDC 63323-0492-80)",Revised,1/26/2023,Not available at this time.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 1% - MPF injection 10 mg/mL, 5 mL glass ampule (NDC 63323-0492-89)",Revised,1/26/2023,Not available at this time.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 1% - MPF injection 10 mg/mL, 5 mL vial (NDC 63323-0492-57)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 1% - MPF injection 10 mg/mL, 30 mL vial (NDC 63323-0492-37)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,50 mg/5 mL (1%; 10 mg/mL); Glass Ampul (NDC 0409-4713-02),Revised,1/20/2023,Limited Supply Available. Next Delivery: May 2023; Estimated Recovery: June 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 1% - MPF injection 10 mg/mL, 30 mL vial, sterile pack (NDC 63323-0492-31)",Revised,1/26/2023,Not available at this time.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,50 mg/5 mL (1%; 10 mg/mL); Ansyr Plastic Syringe (NDC 0409-9137-05),Revised,1/20/2023,Next Delivery: January 2023; Estimated Recovery: September 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
",https://www.fda.gov/media/161871/download,"
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,20 mg/2 mL (1%; 10 mg/mL); Glass Ampul (NDC 0409-4713-32),Revised,1/20/2023,Limited Supply Available. Next Delivery: January 2023; Estimated Recovery: March 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,"200 mg/20 mL (1%; 10 mg/mL); Multiple Dose Plastic Fliptop Vial (NDC 0409-4276-01, pack of 25; NDC 0409-4276-16, individual)",Revised,1/20/2023,Limited Supply Available. Next Delivery: February 2023; Estimated Recovery: December 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,300 mg/30 mL (1%; 10 mg/mL); Single Dose Glass Teartop Vial (NDC 0409-4279-02),Revised,1/20/2023,Next Delivery: April 2023; Estimated Recovery: March 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,"500 mg/50 mL (1%; 10 mg/mL); Multiple Dose Plastic Fliptop Vial (NDC 0409-4276-02; NDC 0409-4276-17, individual)",Revised,1/20/2023,Next Delivery: May 2023; Estimated Recovery: December 2023,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,40 mg/2 mL (2%; 20 mg/mL); Glass Ampul (NDC 0409-4282-01),Revised,1/20/2023,Available,"
","
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,200 mg/10 mL (2%; 20 mg/mL); Glass Ampul (NDC 0409-4282-02),Revised,1/20/2023,Next Delivery: March 2023; Estimated Recovery: June 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,50 mg/5 mL (1%; 10 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4904-34),Revised,1/20/2023,Next Delivery: January 2023; Estimated Recovery: March 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,100 mg/5 mL (2%; 20 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4903-34),Revised,1/20/2023,Next Delivery: January 2023; Estimated Recovery: March 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
",https://www.fda.gov/media/161871/download,"
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,100 mg/5 mL (2%; 20 mg/mL); Single Dose Glass Fliptop Vial (NDC 0409-2066-05),Revised,1/20/2023,Next Delivery: March 2023; Estimated Recovery: December 2023,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,"400 mg/20 mL (2%; 20 mg/mL); Multiple Dose Plastic Fliptop Vial (NDC 0409-4277-01, pack of 25; NDC 0409-4277-16, individual)",Revised,1/20/2023,Next Delivery: January 2023; Estimated Recovery: June 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,"1,000 mg/50 mL (2%; 20 mg/mL); Multiple Dose Plastic Fliptop Vial (NDC 0409-4277-02)",Revised,1/20/2023,Next Delivery: March 2023; Estimated Recovery: December 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,200 mg/5 mL (4%; 40 mg/mL); Glass Ampul (NDC 0409-4283-01),Revised,1/20/2023,Available,"
","
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,Xylocaine Cardiac 100 mg/5 mL (2%; 20 mg/mL); Ansyr Plastic Syringe (NDC 0409-1323-05),Revised,1/20/2023,Next Delivery: January 2023; Estimated Recovery: March 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
",https://www.fda.gov/media/161871/download,"
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Amphastar Pharmaceuticals, Inc./IMS",800-423-4136,"2%, 5mL Luer-Jet Prefilled Syringe (NDC 76329-3390-1)(old NDC 0548-3390-00)",Reverified,1/5/2023,Backordered due to the increase in demands,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Lidocaine 1.5% Xylocaine 1.5% - MPF injection 15 mg/mL, 10 mL ampule (NDC 63323-0493-97)",Revised,1/26/2023,Backordered. Next release not available at this time.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Lidocaine 1.5% Xylocaine 1.5% - MPF injection 15 mg/mL, 20 mL ampule (NDC 63323-0493-91)",Revised,1/26/2023,Backordered. Next release not available at this time.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Lidocaine 2% Lidocaine 2% injection 20 mg/mL, 2 mL vial (NDC 63323-0202-02)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Lidocaine 2% injection 20 mg/mL, 5 mL SD Tear Top vial, preservative-free (NDC 63323-0208-05)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 2% injection 20 mg/mL, 10 mL vial (NDC 63323-0486-17)",Revised,1/26/2023,Backordered. Next release February 2023.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 2% injection 20 mg/mL, 20 mL vial (NDC 63323-0486-27)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 2% injection 20 mg/mL, 50 mL vial (NDC 63323-0486-57)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 2% injection 20 mg/mL, 10 mL vial (NDC 63323-0486-10)discontinued",Revised,1/26/2023,Not available at this time.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 2% injection NDC discontinued 20 mg/mL, 20 mL vial (NDC 63323-0486-20)-NDC discontinued",Revised,1/26/2023,Not available at this time.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 2% injection 20 mg/mL, 50 mL vial (NDC 63323-0486-50)-NDC discontinued",Revised,1/26/2023,Not available at this time.,"
","
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 2% - MPF injection 20 mg/mL, 2 mL vial (NDC 63323-0495-27)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 2% - MPF injection 20 mg/mL, 5 mL vial (NDC 63323-0495-07)",Revised,1/26/2023,Backordered. Next release February 2023.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Xylocaine 2% - MPF injection 20 mg/mL, 10 mL ampule (NDC 63323-0496-97)",Revised,1/26/2023,Backordered. Next release date not available at this time.,Check wholesalers for inventory.,"
",Demand increase for the drug,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,250 mg/50 mL (0.5%; 5 mg/mL); Multiple Dose Plastic Fliptop Vial (NDC 0409-4275-01),Revised,1/20/2023,Next Delivery and Estimated Recovery: December 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,250 mg/50 mL (0.5%; 5 mg/mL); Single Dose Glass Teartop Vial (NDC 0409-4278-01),Revised,1/20/2023,Next Delivery: March 2023; Estimated Recovery: March 2024,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,1% 2 mL Ampoule (NDC 55150-158-72),Revised,1/24/2023,Currently on backorder - next shipment TBD,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,1% 5 mL Ampoule (NDC 55150-159-74),Revised,1/24/2023,Currently on backorder - next shipment TBD,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,2% 2 mL Ampoule (NDC 55150-160-72),Revised,1/24/2023,Currently on backorder - next shipment TBD,Sporadic availability expected.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,1% 2 mL Single Dose Vial (NDC 55150-161-02),Revised,1/24/2023,Currently on backorder - next shipment February 2023,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,1% 5 mL Single Dose Vial (NDC 55150-162-05),Revised,1/24/2023,Currently on backorder - next shipment end of January 2023,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,1% 30 mL Single Dose Vial (NDC 55150-163-30),Revised,1/24/2023,Currently on backorder - next shipment early February 2023,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,2% 2 mL Single Dose Vial (NDC 55150-164-02),Revised,1/24/2023,Currently on backorder - next shipment February 2023,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,2% 5 mL Single Dose Vial (NDC 55150-165-05),Revised,1/24/2023,Currently on backorder - next shipment end of January 2023,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",2/20/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hospira, Inc.",844-646-4398,300 mg/20 mL (1.5%; 15 mg/mL); Glass Ampul (NDC 0409-4776-01),Revised,1/20/2023,Next Delivery: January 2023; Estimated Recovery: March 2023,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,"
",Other,Anesthesia;Pediatric,Current,"
","
",2/22/2012,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,1% 10 mL Multi Dose Vial (NDC 55150-251-10),Revised,1/24/2023,Currently on backorder - next shipment TBD,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,1% 20 mL Multi Dose Vial (NDC 55150-252-20),Revised,1/24/2023,Currently on backorder - next shipment TBD,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,2% 10 mL Multi Dose Vial (NDC 55150-254-10),Revised,1/24/2023,Currently on backorder - next shipment end of January 2023,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,Eugia Pharma Specialties LTD. (formerly Aurobindo),888-238-7880,2% 20 mL Multi Dose Vial (NDC 55150-255-20),Revised,1/24/2023,Currently on backorder - next shipment end of January 2023,Check wholesalers for inventory,"
",Demand increase for the drug,Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"1% 5 mL vial, Preservative Free (NDC 0143-9595-25)",Revised,10/13/2022,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the October - November 2022 timeframe.  Product will be made available as it is released.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"2% 5 mL vial, Preservative Free (NDC 0143-9594-25)",Revised,10/13/2022,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the December 2022 timeframe.  Product will be made available as it is released.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
Lidocaine Hydrochloride (Xylocaine) Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"1% 50 mL vial, Preserved (NDC 0143-9577-10)",Revised,10/13/2022,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the October - November 2022 timeframe.  Product will be made available as it is released.,"
",Demand increase for the drug,Anesthesia,Current,"
","
",6/13/2018,"
","
","
","
","
","
","
"
