Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Dicyclomine Oral Tablets/Capsules,"Lannett Company, Inc.",215-333-9000,"Dicyclomine Hydrochloride Capsules USP, 10 mg (100 count bottles) (NDC 0527-0586-01)",Revised,1/19/2021,"
","
","
","
",Gastroenterology,Resolved,1/19/2021,"
",3/13/2019,"
","
","
","
","
","
","
"
Dicyclomine Oral Tablets/Capsules,"Lannett Company, Inc.",215-333-9000,"Dicyclomine Hydrochloride Capsules USP, 10 mg (1000 count bottles) (NDC 0527-0586-10)",Revised,1/19/2021,"
","
","
","
",Gastroenterology,Resolved,1/19/2021,"
",3/13/2019,"
","
","
","
","
","
","
"
Dicyclomine Oral Tablets/Capsules,"Lannett Company, Inc.",215-333-9000,"Dicyclomine Hydrochloride Tablets USP, 20 mg (100 count bottles) (NDC 0527-1282-01)",Revised,1/19/2021,"
","
","
","
",Gastroenterology,Resolved,1/19/2021,"
",3/13/2019,"
","
","
","
","
","
","
"
Dicyclomine Oral Tablets/Capsules,"Lannett Company, Inc.",215-333-9000,"Dicyclomine Hydrochloride Tablets USP, 20 mg (1000 count bottles) (NDC 0527-1282-10)",Revised,1/19/2021,"
","
","
","
",Gastroenterology,Resolved,1/19/2021,"
",3/13/2019,"
","
","
","
","
","
","
"
Dicyclomine Oral Tablets/Capsules,Teva Pharmaceuticals,800-545-8800,DICYCLOMINE HCL 10MG CAPSULES 100 count (NDC 0591-0794-01),Revised,1/19/2021,"
","
","
","
",Gastroenterology,Resolved,1/19/2021,"
",3/13/2019,"
","
","
","
","
","
","
"
Dicyclomine Oral Tablets/Capsules,Teva Pharmaceuticals,800-545-8800,DICYCLOMINE HCL 10MG CAPSULES 1000 count (NDC 0591-0794-10),Revised,1/19/2021,"
","
","
","
",Gastroenterology,Resolved,1/19/2021,"
",3/13/2019,"
","
","
","
","
","
","
"
Dicyclomine Oral Tablets/Capsules,Teva Pharmaceuticals,800-545-8800,DICYCLOMINE HCL 20MG TABLETS 100 count (NDC 0591-0795-01),Revised,1/19/2021,"
","
","
","
",Gastroenterology,Resolved,1/19/2021,"
",3/13/2019,"
","
","
","
","
","
","
"
Dicyclomine Oral Tablets/Capsules,Teva Pharmaceuticals,800-545-8800,DICYCLOMINE HCL 20MG TABLETS 1000 count (NDC 0591-0795-10),Revised,1/19/2021,"
","
","
","
",Gastroenterology,Resolved,1/19/2021,"
",3/13/2019,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Teva Pharmaceuticals,800-545-8800,"Didanosine Delayed-Release Capsules, USP, 200 mg, 30 count bottles (NDC 0555-0588-01)",New,5/9/2018,"
",This was a business-related decision to discontinue manufacturing these products,"
","
",Antiviral,To be Discontinued,5/9/2018,5/9/2018,5/9/2018,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Teva Pharmaceuticals,800-545-8800,"Didanosine Delayed-Release Capsules, USP, 250 mg, 30 count bottles (NDC 0555-0589-01)",New,5/9/2018,"
",This was a business-related decision to discontinue manufacturing these products,"
","
",Antiviral,To be Discontinued,5/9/2018,5/9/2018,5/9/2018,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Teva Pharmaceuticals,800-545-8800,"Didanosine Delayed-Release Capsules, USP, 400 mg, 30 count bottles (NDC 0555-0590-01)",New,5/9/2018,"
",This was a business-related decision to discontinue manufacturing these products,"
","
",Antiviral,To be Discontinued,5/9/2018,5/9/2018,5/9/2018,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,"VIDEX EC Cpasules, 125 mg (NDC 0087-6671-17)",New,2/24/2020,"
","This discontinnuation is due to a marketing decision. Discontinuation date: March 31, 2020","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,"VIDEX EC Capsules, 200 mg (NDC 0087-6672-17)",New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: February 14, 2020","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,"VIDEX EC Capsules, 250 mg (NDC 0087-6673-17)",New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: March 31, 2020","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,"VIDEX EC Capsules, 400 mg (NDC 0087-6674-17)",New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: November 20, 2019","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,VIDEX PED PWD 2 g (1 bottle) 4 oz (NDC 0087-6632-41),New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: March 31, 2020","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
Didanosine Delayed-Release Capsules USP,Bristol Myers Squibb Co.,800-332-2056,VIDEX PED PWD 4 g (1 bottle) 8 oz (NDC 0087-6633-41),New,2/24/2020,"
","This discontinuation is due to a marketing decision. Discontinuation date: May 31, 2019","
","
",Antiviral,To be Discontinued,2/24/2020,2/24/2020,2/24/2020,"
","
","
","
","
","
","
"
"Diflorasone Diacetate Ointment, 0.05%","Teligent Pharma, Inc.",856-697-1441,15g (NDC 52565-063-15),New,7/6/2021,"
","
","
","
",Dermatology,To be Discontinued,7/6/2021,7/6/2021,7/6/2021,"
","
","
","
","
","
","
"
"Diflorasone Diacetate Ointment, 0.05%","Teligent Pharma, Inc.",856-697-1441,30g (NDC 52565-063-30),New,7/6/2021,"
","
","
","
",Dermatology,To be Discontinued,7/6/2021,7/6/2021,7/6/2021,"
","
","
","
","
","
","
"
"Diflorasone Diacetate Ointment, 0.05%","Teligent Pharma, Inc.",856-697-1441,60g (NDC 52565-063-60),New,7/6/2021,"
","
","
","
",Dermatology,To be Discontinued,7/6/2021,7/6/2021,7/6/2021,"
","
","
","
","
","
","
"
Difluprednate (Durezol) Ophthalmic Emulsion,Novartis,888-669-6682,0.05% 5mL in 8mL bottle (NDC 0065-9204-07),Revised,10/15/2019,"
","
","
","
",Ophthalmology,Resolved,10/15/2019,"
",9/12/2019,"
","
","
","
","
","
","
"
Digoxin Injection,Covis Pharma,913-661-3814,Lanoxin (digoxin) Injection Adult (500mcg in 2ml) Ampule (NDC 0515-260-10),New,6/8/2021,Currently Lanoxin Adult Ampule is available however current stock short-dates (6 months remaining shelf-life) at end of June 2021. Covis anticipates availability again by mid August 2021.,"
","
","
",Cardiovascular,Current,"
","
",6/4/2021,"
","
","
","
","
","
","
"
Digoxin Injection,Covis Pharma,913-661-3814,Lanoxin (digoxin) Injection Adult (500mcg in 2ml) vial (NDC 70515-261-10),New,6/8/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",6/4/2021,"
","
","
","
","
","
","
"
Digoxin Injection,Covis Pharma,913-661-3814,Lanoxin (digoxin) Injection Pediatric (100mcg in 1ml) ampoule (NDC 70515-262-10),New,6/8/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",6/4/2021,"
","
","
","
","
","
","
"
Digoxin Injection,Covis Pharma,913-661-3814,Lanoxin (digoxin) Injection Pediatric (100mcg in 1ml) vial (NDC 70515-263-10),New,6/8/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",6/4/2021,"
","
","
","
","
","
","
"
Digoxin Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"250 mcg/mL, 2 mL  (NDC 0641-1410-35)",New,6/4/2021,This presentation is on backorder.,Product recovery is undetermined at this time.,"
",Other,Cardiovascular,Current,"
","
",6/4/2021,"
","
","
","
","
","
","
"
Digoxin Injection,Sandoz,800-525-8747,500mcg/2 mL; 10 ampules (NDC 0781-3059-95),Reverified,7/16/2021,Available; Intermittent Backorder,"
","
",Demand increase for the drug,Cardiovascular,Current,"
","
",6/4/2021,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection (Premier) 0.5 mg / mL, 30 gram, 10 vials (NDC 17478-0817-05)",Revised,2/7/2020,"
",This product discontinuation is a business related decision.,"
","
",Cardiovascular,To be Discontinued,2/7/2020,"
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection (Premier) 25 mg / 5 mL, 10 mL, 10 vials (NDC 17478-0817-10)",Revised,2/7/2020,"
",This product discontinuation is a business related decision.,"
","
",Cardiovascular,To be Discontinued,2/7/2020,2/7/2020,2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection (Premier) 5 mg / mL, 25 mL, 1 vial (NDC 17478-0817-25)",Revised,2/7/2020,"
",This product discontinuation is a business related decision.,"
","
",Cardiovascular,To be Discontinued,2/7/2020,2/7/2020,2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection (Premier) 5 mg / mL, 25 mL, 10 vials (NDC 17478-0817-26)",Revised,2/7/2020,"
",This product discontinuation is a business related decision.,"
","
",Cardiovascular,To be Discontinued,2/7/2020,2/7/2020,2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection 5 mg / mL, 25 mL, 1 vial (NDC 17478-0937-25)",Revised,2/12/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection 5 mg / mL, 25 mL, 10 vials (NDC 17478-0937-26)",Revised,2/12/2021,Discontinued,"
","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection 5 mg / mL, 5 mL, 10 vials (NDC 17478-0937-05)",Revised,2/12/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Hospira, Inc.",844-646-4398,100 mg; Single Dose ADD-Vantage Vial (NDC 00409-4350-03),Reverified,7/27/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Hospira, Inc.",844-646-4398,25 mg/5 mL (5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-1171-01),Revised,3/23/2021,"
","
","
","
",Cardiovascular,To be Discontinued,3/23/2021,3/23/2021,2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Hospira, Inc.",844-646-4398,50 mg/10 mL (5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-1171-02),Reverified,7/27/2021,Limited Supply Available. Next Delivery and Estimated Recovery: August 2021,"
","
",Demand increase for the drug,Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,Akorn Pharmaceuticals,800-932-5676,"Diltiazem HCl Injection 5 mg / mL, 10 mL, 10 vials (NDC 17478-0937-10)",Revised,2/12/2021,On backorder. Expected release: April 2021,"
","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"5 mg/mL, 10 mL vial (NDC 0641-6014-10)",Revised,7/6/2021,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the July - August 2021 timeframe. Product will be made available as it is released,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",3/1/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"5 mg/mL, 30 mL vial (NDC 0641-6015-10)",Revised,7/6/2021,Inventory is currently available.,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",3/1/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"5 mg/mL, 5 mL vial  (NDC 0641-6013-10)",Revised,7/6/2021,Inventory is currently available.,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",3/1/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Athenex Pharmaceutical Division, LLC (Athenex)",855-273-0154,25 mg/5mL vial (NDC 70860-301-05),Reverified,7/16/2021,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Athenex Pharmaceutical Division, LLC (Athenex)",855-273-0154,50 mg/10mL vial (NDC 70860-301-10),Reverified,7/16/2021,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Athenex Pharmaceutical Division, LLC (Athenex)",855-273-0154,125 mg/25mL vial (NDC 70860-301-25),Reverified,7/16/2021,Available,"Marketed by Athenex. To order, contact Athenex at 855-273-0154","
","
",Cardiovascular,Current,"
","
",2/21/2018,"
","
","
","
","
","
","
"
Diltiazem Hydrochloride Injection,"Hospira, Inc.",844-646-4398,50 mg/10 mL (5 mg/mL); Single Dose Glass Fliptop Vial (NDC 0409-1171-02),New,6/8/2021,"
","
","
","
",Cardiovascular,To be Discontinued,6/8/2021,6/8/2021,2/21/2018,"
","
","
","
","
","
","
"
Dimercaprol (Bal in Oil) Injection,Akorn Pharmaceuticals,800-932-5676,"3 mL (100 mg/mL) ampules, box of 10 (NDC 17478-526-03)",Revised,6/29/2021,"
","
",Available,"
",Hematology;Other,Resolved,6/29/2021,"
",5/11/2020,"
","
","
","
","
","
","
"
"Diphenhydramine Hydrochloride Injection, USP",Pfizer Pharmaceuticals,800-533-4535,50 mg/mL Carpuject™ Luer Lock Glass Syringe (NDC 00409-2290-31),New,12/28/2020,"
",Discontinuation of the manufacture of the drug,"
","
",Pulmonary/Allergy,To be Discontinued,12/28/2020,12/28/2020,12/28/2020,"
","
","
","
","
","
","
"
Diphenhydramine Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"50 mg/mL, 1 mL vial (NDC 0641-0376-25)",Revised,1/25/2021,"
","
","
","
",Pediatric;Pulmonary/Allergy,Resolved,1/25/2021,"
",9/14/2018,"
","
","
","
","
","
","
"
Diphenhydramine Injection,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,500 mg / 10mL(NDC 67457-124-10),Revised,1/25/2021,"
","
","
","
",Pediatric;Pulmonary/Allergy,Resolved,1/25/2021,"
",9/14/2018,"
","
","
","
","
","
","
"
Diphenhydramine Injection,"Fresenius Kabi USA, LLC",888-386-1300,"50 mg per vial, Single dose, Amber vial (NDC 63323-664-01)",Revised,1/25/2021,"
","
","
","
",Pediatric;Pulmonary/Allergy,Resolved,1/25/2021,"
",9/14/2018,"
","
","
","
","
","
","
"
Diphenhydramine Injection,"Hospira, Inc.",844-646-4398,50 mg/mL Carpuject™ Luer Lock Glass Syringe (NDC 00409-2290-31),Revised,1/25/2021,"
","
","
","
",Pediatric;Pulmonary/Allergy,Resolved,1/25/2021,"
",10/4/2018,"
","
","
","
","
","
","
"
Disopyramide Phosphate (Norpace) Capsules,Pfizer Pharmaceuticals,800-533-4535,"Norpace CR, 100 mg capsules, bottle of 100 (NDC 0025-2732-31)",Revised,7/27/2021,Next Delivery and Estimated Recovery: January 2022,Manufacturing Delay. Please contact Pfizer Customer Service for assistance.,"
",Other,Cardiovascular,Current,"
","
",3/19/2021,"
","
","
","
","
","
","
"
Disopyramide Phosphate (Norpace) Capsules,Pfizer Pharmaceuticals,800-533-4535,"Norpace CR, 150 mg capsules, bottle of 100 (NDC 0025-2742-31)",Revised,7/27/2021,Next Delivery and Estimated Recovery: January 2022,Manufacturing Delay. Please contact Pfizer Customer Service for assistance.,"
",Other,Cardiovascular,Current,"
","
",3/19/2021,"
","
","
","
","
","
","
"
Disopyramide Phosphate (Norpace) Capsules,Pfizer Pharmaceuticals,800-533-4535,"100 mg capsules, bottle of 100 (NDC 59762-0386-1)",Revised,7/27/2021,Next Delivery and Estimated Recovery: October 2021,Shortage per Manufacturer: Manufacturing delay,"
",Other,Cardiovascular,Current,"
","
",3/19/2021,"
","
","
","
","
","
","
"
Disopyramide Phosphate (Norpace) Capsules,Pfizer Pharmaceuticals,800-533-4535,"150 mg capsules, bottle of 100 (NDC 59762-0400-1)",Revised,7/27/2021,Available,Greenstone label,"
","
",Cardiovascular,Current,"
","
",3/19/2021,"
","
","
","
","
","
","
"
Disopyramide Phosphate (Norpace) Capsules,Teva Pharmaceuticals,800-545-8800,"100 mg capsules, bottle of 100 (NDC 0093-3127-01)",Reverified,7/20/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",3/19/2021,"
","
","
","
","
","
","
"
Disopyramide Phosphate (Norpace) Capsules,Teva Pharmaceuticals,800-545-8800,"150 mg capsules, bottle of 100 (NDC 0093-3129-01)",Reverified,7/20/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",3/19/2021,"
","
","
","
","
","
","
"
Disopyramide Phosphate (Norpace) Capsules,Pfizer Pharmaceuticals,800-533-4535,"Norpace IR, 100 mg capsules; bottle of 100 (NDC 0025-2752-31)",Revised,7/27/2021,Next Delivery and Estimated Recovery: August 2021,Shortage per Manufacturer: Manufacturing delay,"
",Other,Cardiovascular,Current,"
","
",3/19/2021,"
","
","
","
","
","
","
"
Disopyramide Phosphate (Norpace) Capsules,Pfizer Pharmaceuticals,800-533-4535,"Norpace IR, 150 mg capsules; bottle of 100 (NDC 0025-2762-31)",Revised,7/27/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",3/19/2021,"
","
","
","
","
","
","
"
Disulfiram Tablets,Teva Pharmaceuticals,800-545-8800,"250 mg, 100 count (NDC 0093-5035-01)",New,11/20/2020,"
",Teva made a business decision to discontinue the product.,"
","
",Analgesia/Addiction,To be Discontinued,11/20/2020,11/20/2020,11/20/2020,"
","
","
","
","
","
","
"
Disulfiram Tablets,Teva Pharmaceuticals,800-545-8800,"500 mg, 100 count (NDC 0093-5036-01)",New,11/20/2020,"
",Teva made a business decision to discontinue the product.,"
","
",Analgesia/Addiction,To be Discontinued,11/20/2020,11/20/2020,11/20/2020,"
","
","
","
","
","
","
"
Disulfiram Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"250 mg, 100s (NDC 0378-4140-01)",New,5/8/2018,"
",The discontinuation of this product is a business decision,"
","
",Analgesia/Addiction,To be Discontinued,5/8/2018,5/8/2018,5/8/2018,"
","
","
","
","
","
","
"
Disulfiram Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"500 mg, 100s (NDC 0378-4141-01)",New,5/8/2018,"
",The discontinuation of this product is a business decision,"
","
",Analgesia/Addiction,To be Discontinued,5/8/2018,5/8/2018,5/8/2018,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,250 mg/250 mL (1 mg/mL); Flexible Container (NDC 00409-2346-32),Revised,7/27/2021,Available,"
","
",Other,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,500 mg/250 mL (2 mg/mL); Flexible Container (NDC 00409-2347-32),Revised,7/27/2021,Available,"
","
",Other,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,1000 mg/250 mL (4 mg/mL); Flexible Container (NDC 00409-3724-32),Revised,7/27/2021,Available,"
","
",Other,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,250 mg/20 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2025-20),Revised,7/27/2021,Discontinued,"
","
",Discontinuation of the manufacture of the drug,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,500 mg/40 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2025-54),Revised,7/27/2021,Discontinued,"
","
",Discontinuation of the manufacture of the drug,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,250 mg/20 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2344-01),Revised,7/27/2021,Limited Supply Available. Next Delivery and Estimated Recovery: September 2021,"
","
",Demand increase for the drug,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,250 mg/20 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2344-02),Revised,7/27/2021,Next Delivery and Estimated Recovery: August 2021,"
","
",Demand increase for the drug,Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"250 mg/250 mL (NDC 0338-1073-02) Product code 2B0791, 500 mg/250 mL (NDC 0338-1075-02) Product code 2B0792, 1000 mg/250 mL (NDC 0338-1077-02) Product code 2B0793",Reverified,7/27/2021,Available,"
","
","
",Cardiovascular;Pediatric;Renal,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dobutamine Hydrochloride Injection,Pfizer Pharmaceuticals,800-533-4535,500 mg/40 mL (12.5 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-2025-54),New,4/3/2020,"
",Discontinuation of the manufacture of the drug.,"
","
",Cardiovascular;Pediatric;Renal,To be Discontinued,4/3/2020,4/3/2020,11/6/2017,"
","
","
","
","
","
","
"
Docetaxel Injection,Teva Pharmaceuticals,800-545-8800,20 mg/mL  (NDC 45963-790-56),New,3/31/2020,"
","
","
","
",Oncology,To be Discontinued,3/31/2020,3/31/2020,3/31/2020,"
","
","
","
","
","
","
"
Docetaxel Injection,Ingenus Pharmaceuticals LLC,866-321-5031,20 mg/2 mL (10 mg/mL)(NDC 50742-428-02),New,4/7/2021,"
",Discontinued manufacturing due to lack of commercial viability in the market,"
","
",Oncology,To be Discontinued,4/7/2021,4/7/2021,4/7/2021,"
","
","
","
","
","
","
"
Dofetilide Capsules,Pfizer Pharmaceuticals,800-533-4353,125 mcg (0.125 mg) capsules; Bottle of 60 (NDC 59762-0037-2),New,5/21/2021,"
",Discontinuation of the manufacture of the drug.,"
","
",Cardiovascular,To be Discontinued,5/21/2021,5/21/2021,5/21/2021,"
","
","
","
","
","
","
"
Dofetilide Capsules,Pfizer Pharmaceuticals,800-533-4353,250 mcg (0.25 mg) capsules; Bottle of 60 (NDC 59762-0038-2),New,5/21/2021,"
",Discontinuation of the manufacture of the drug.,"
","
",Cardiovascular,To be Discontinued,5/21/2021,5/21/2021,5/21/2021,"
","
","
","
","
","
","
"
Dofetilide Capsules,Pfizer Pharmaceuticals,800-533-4535,500 mcg (0.5 mg) capsules; Bottle of 60 (NDC 59762-0039-2),New,5/21/2021,"
",Discontinuation of the manufacture of the drug.,"
","
",Cardiovascular,To be Discontinued,5/21/2021,5/21/2021,5/21/2021,"
","
","
","
","
","
","
"
Donepezil Hydrochloride Tablets,Teva Pharmaceuticals,800-545-8800,23mg tablets (NDCs 0228-4529-03 and 0228-4529-09),New,2/13/2020,"
","
","
","
",Neurology,To be Discontinued,2/13/2020,2/13/2020,2/13/2020,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"800 mcg/mL (250 mL bag) Product code 2B0832 (NDC 0338-1005-02), 800 mcg/mL (500 mL bag)  Product code 2B0833 (NDC 0338-1005-03), 1600 mcg/mL (250 mL bag) Product code 2B0842 (NDC 0338-1007-02), 1600 mcg/mL (500 mL bag) Product code 2B0843 (NDC 0338-1007-03), 3200 mcg/mL (250 mL bag) Product code 2B0846 (NDC 0338-1009-02)",Reverified,7/27/2021,Available,"
","
","
",Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,"400 mg/250 mL (1,600 mcg/mL); Flexible Container (NDC 00409-7809-22)",Reverified,7/27/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,"800 mg/500 mL (1,600 mcg/mL); Flexible Container (NDC 00409-7809-24)",Reverified,7/27/2021,Limited Supply Available. Next Delivery: August 2021; Estimated Recovery: April 2022,"
","
",Demand increase for the drug,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,"800 mg/250 mL (3,200 mcg/mL); Flexible Container (NDC 00409-7810-22)",Reverified,7/27/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,200 mg/5 mL (40 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-5820-01),Reverified,7/27/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hospira, Inc.",844-646-4398,400 mg/10 mL (40 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-9104-20),Reverified,7/27/2021,Available,"
","
",Other,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"40 mg/mL, 5 mL vial (NDC 0143-9252-25)",Reverified,7/6/2021,This presentation is currently available.,Additional lots are scheduled for manufacturing.   Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
Dopamine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"40 mg/mL, 10 mL vial (NDC 0143-9254-25)",Reverified,7/6/2021,This presentation is currently available.,Additional lots are scheduled for manufacturing.   Product will be made available as it is released.,"
",Demand increase for the drug,Cardiovascular,Current,"
","
",11/6/2017,"
","
","
","
","
","
","
"
