id,generic_name,company_name,contact_info,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
10047,Dexamethasone Sodium Phosphate Injection,Eugia US LLC,866-850-2876,"Injection, 100 mg/10 mL (NDC 55150-305-10)",Revised,12/20/23,Currently on backorder - next shipment Jan,Intermittent availability expected,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10048,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 4 mg/1 mL (NDC 76045-106-10)",Reverified,12/20/23,Available,Check wholesalers for inventory.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10049,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 10 mg/1 mL (NDC 76045-109-10)",Reverified,12/20/23,Available,Check wholesalers for inventory.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10050,Dexamethasone Sodium Phosphate Injection,"Mylan Institutional, a Viatris Company",800-796-9526,"Injection, 4 mg/1 mL (NDC 67457-423-12)",Reverified,12/21/23,Available,,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10051,Dexamethasone Sodium Phosphate Injection,"Mylan Institutional, a Viatris Company",800-796-9526,"Injection, 4 mg/1 mL (NDC 67457-422-54)",Reverified,12/21/23,Available,,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10052,Dexamethasone Sodium Phosphate Injection,"Mylan Institutional, a Viatris Company",800-796-9526,"Injection, 4 mg/1 mL (NDC 67457-421-30)",Reverified,12/21/23,Available,,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10053,Dexamethasone Sodium Phosphate Injection,"Mylan Institutional, a Viatris Company",800-796-9526,"Injection, 10 mg/1 mL (NDC 67457-420-10)",Reverified,12/21/23,Available,,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10054,Dexamethasone Sodium Phosphate Injection,Eugia US LLC,866-850-2876,"Injection, 4 mg/1 mL (NDC 55150-237-01)",Reverified,12/20/23,On long-term backorder,Check wholesalers for inventory,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10055,Dexamethasone Sodium Phosphate Injection,Eugia US LLC,866-850-2876,"Injection, 4 mg/1 mL (NDC 55150-238-05)",Reverified,12/20/23,On long-term backorder,Check wholesalers for inventory,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10056,Dexamethasone Sodium Phosphate Injection,Eugia US LLC,866-850-2876,"Injection, 4 mg/1 mL (NDC 55150-239-30)",Revised,12/20/23,Available,Check wholesalers for inventory,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10057,Dexamethasone Sodium Phosphate Injection,"Somerset Therapeutics, LLC",732-554-1019,"Dexamethasone Sodium Phosphate Preservative Free, Injection, 10 mg/1 mL (NDC 70069-021-25)",Reverified,12/19/23,Limited Availability,,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10058,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 4 mg/1 mL (NDC 63323-165-05)",Reverified,12/20/23,Available,Check wholesalers for inventory.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10059,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 10 mg/1 mL (NDC 63323-516-10)",Reverified,12/20/23,Next release not available at this time.,Check wholesalers for inventory.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10060,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 4 mg/1 mL (NDC 63323-165-30)",Reverified,12/20/23,Available,Check wholesalers for inventory.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10061,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 4 mg/1 mL (NDC 63323-165-01)",Reverified,12/20/23,Available,Check wholesalers for inventory.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10062,Dexamethasone Sodium Phosphate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Dexamethasone Sodium Phosphate Preservative Free, Injection, 10 mg/1 mL (NDC 63323-506-01)",Reverified,12/20/23,Available,Check wholesalers for inventory.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10063,Dexamethasone Sodium Phosphate Injection,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 0641-6145-25)",Revised,12/19/23,This presentation is temporarily on backorder.,Additional lots are scheduled for manufacturing and will be available in the May - June 2023 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10064,Dexamethasone Sodium Phosphate Injection,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 0641-6146-25)",Revised,12/19/23,This presentation is temporarily on backorder.,Additional lots will be scheduled for manufacturing and will be available in the June 2023 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10065,Dexamethasone Sodium Phosphate Injection,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,"Dexamethasone Sodium Phosphate, Injection, 10 mg/1 mL (NDC 0641-0367-25)",Revised,12/19/23,Inventory is currently available,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,,,Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Other; Pulmonary/Allergy; Rheumatology,Current,,
10066,"Dexamethasone, Tobramycin Suspension/ Drops",Novartis Pharmaceuticals Corporation,888-669-6682,"Tobradex, Suspension/ Drops, 1 mg/1 mL; 3 mg/1 mL (NDC 0078-0953-40)",New,6/26/23,,"Novartis Pharmaceuticals has made a business decision to permanently discontinue TOBRADEXÂ® (tobramycin and dexamethasone ophthalmic suspension) Sterile suspension. Discontinuation of the product is not due to manufacturing, product quality, safety, or efficacy concerns.  Product will be available until approximately September 2023.  The authorized generic, 2.5 mL NDC 61314-647-25, 5 mL NDC 61314-647-05 and 10 mL NDC 61314-647-10 will continue to be manufactured and available, distributed by Sandoz.  Other generic equivalents are also available.",,,Ophthalmology,To Be Discontinued,6/26/23,6/26/23
10067,"Dexamethasone, Tobramycin Suspension/ Drops",Novartis Pharmaceuticals Corporation,888-669-6682,"Tobradex, Suspension/ Drops, 1 mg/1 mL; 3 mg/1 mL (NDC 0078-0953-25)",New,6/26/23,,"Novartis Pharmaceuticals has made a business decision to permanently discontinue TOBRADEXÂ® (tobramycin and dexamethasone ophthalmic suspension) Sterile suspension. Discontinuation of the product is not due to manufacturing, product quality, safety, or efficacy concerns.  Product will be available until approximately September 2023.  The authorized generic, 2.5 mL NDC 61314-647-25, 5 mL NDC 61314-647-05 and 10 mL NDC 61314-647-10 will continue to be manufactured and available, distributed by Sandoz.  Other generic equivalents are also available.",,,Ophthalmology,To Be Discontinued,6/26/23,6/26/23
10068,"Dexamethasone, Tobramycin Suspension/ Drops",Novartis Pharmaceuticals Corporation,888-669-6682,"Tobradex, Suspension/ Drops, 1 mg/1 mL; 3 mg/1 mL (NDC 0078-0953-26)",New,6/26/23,,"Novartis Pharmaceuticals has made a business decision to permanently discontinue TOBRADEXÂ® (tobramycin and dexamethasone ophthalmic suspension) Sterile suspension. Discontinuation of the product is not due to manufacturing, product quality, safety, or efficacy concerns.  Product will be available until approximately September 2023.  The authorized generic, 2.5 mL NDC 61314-647-25, 5 mL NDC 61314-647-05 and 10 mL NDC 61314-647-10 will continue to be manufactured and available, distributed by Sandoz.  Other generic equivalents are also available.",,,Ophthalmology,To Be Discontinued,6/26/23,6/26/23
10069,Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,877-835-5472,"Injection, 4 mcg/mL, 50 mL (NDC 70121-1388-1)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,
10070,Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,866-525-7270,"Injection, 4 mcg/mL, 100 mL (NDC 70121-1389-1)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,
10071,Dexmedetomidine Hydrochloride Injection,"Par Pharmaceutical, Inc.",800-828-9393,"Injection, 4 ug/1 mL (NDC 42023-186-20)",Revised,11/1/23,Available,Please check wholesalers for inventory,,,Anesthesia,Current,,
10072,Dexmedetomidine Hydrochloride Injection,"Par Pharmaceutical, Inc.",800-828-9393,"Injection, 4 ug/1 mL (NDC 42023-187-10)",Revised,11/1/23,Available,Please check wholesalers for inventory,,,Anesthesia,Current,,
10073,Dexmedetomidine Hydrochloride Injection,"Mylan Institutional, a Viatris Company",800-796-9526,"Dexmedetomidine Hydrochloride, Injection, 200 ug/50 mL (NDC 67457-924-50)",Reverified,9/12/23,Available,,,,Anesthesia,Current,,
10074,Dexmedetomidine Hydrochloride Injection,"Mylan Institutional, a Viatris Company",800-796-9526,"Dexmedetomidine Hydrochloride, Injection, 400 ug/100 mL (NDC 67457-925-10)",Reverified,9/12/23,Available,,,,Anesthesia,Current,,
10075,Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,866-525-7270,"Injection, 4 ug/1 mL (NDC 70121-1388-8)",Revised,11/2/23,Available,,,,Anesthesia,Current,,
10076,Dexmedetomidine Hydrochloride Injection,Amneal Pharmaceuticals,866-525-7270,"Injection, 4 ug/1 mL (NDC 70121-1389-7)",Revised,11/2/23,Available,,,,Anesthesia,Current,,
10077,Dexmedetomidine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 0143-9532-25)",Reverified,5/16/23,Inventory is currently available,Additional lots will be scheduled for manufacturing.  Product will be made available as it is released.,,Demand increase for the drug,Anesthesia,Current,,
10078,Dexmedetomidine Hydrochloride Injection,Gland Pharma Limited,866-733-3952,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 43598-976-58)",Reverified,5/9/23,Inventory available,,,Demand increase for the drug,Anesthesia,Current,,
10079,Dexmedetomidine Hydrochloride Injection,Gland Pharma Limited,866-733-3952,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 43598-975-58)",Reverified,5/9/23,Inventory available,,,Demand increase for the drug,Anesthesia,Current,,
10080,Dexmedetomidine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 55150-296-10)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,
10081,Dexmedetomidine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 55150-297-10)",Reverified,12/19/23,Available,,,,Anesthesia,Current,,
10082,Dexmedetomidine Hydrochloride Injection,Accord Healthcare Inc.,"866-941-7875, option 2","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 16729-239-93)",Reverified,4/21/22,Available,,,Demand increase for the drug,Anesthesia,Current,,
10083,Dexmedetomidine Hydrochloride Injection,Accord Healthcare Inc.,"866-941-7875, option 2","Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 16729-432-93)",Reverified,4/21/22,Available,,,Demand increase for the drug,Anesthesia,Current,,
10084,Dexmedetomidine Hydrochloride Injection,Eugia US LLC,888-238-7880,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 55150-209-02)",Reverified,12/19/23,Currently on backorder - next shipment TBD,Check wholesalers for inventory,,Delay in shipping of the drug,Anesthesia,Current,,
10085,Dexmedetomidine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"Dexmedetomidine Hydrochloride, Injection, 200 ug/50 mL (NDC 0338-9555-24)",Reverified,12/21/23,Available,,,,Anesthesia,Current,,
10086,Dexmedetomidine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"Dexmedetomidine Hydrochloride, Injection, 400 ug/100 mL (NDC 0338-9557-12)",Reverified,12/21/23,Available,,,,Anesthesia,Current,,
10087,Dexmedetomidine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"Dexmedetomidine Hydrochloride, Injection, 200 ug/50 mL (NDC 43066-555-24)",Reverified,12/21/23,Available,,,,Anesthesia,Current,,
10088,Dexmedetomidine Hydrochloride Injection,Baxter Healthcare,888-229-0001,"Dexmedetomidine Hydrochloride, Injection, 400 ug/100 mL (NDC 43066-557-12)",Reverified,12/21/23,Available,,,,Anesthesia,Current,,
10089,Dexmedetomidine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 4 ug/1 mL (NDC 63323-671-20)",Revised,11/29/23,Unavailable,Next release not available at this time.,,Demand increase for the drug,Anesthesia,Current,,
10090,Dexmedetomidine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 4 ug/1 mL (NDC 63323-671-50)",Revised,11/29/23,Unavailable,Not available at this time.,,Demand increase for the drug,Anesthesia,Current,,
10091,Dexmedetomidine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 4 ug/1 mL (NDC 63323-671-00)",Revised,11/29/23,Unavailable,Not available at this time.,,Demand increase for the drug,Anesthesia,Current,,
10092,Dexmedetomidine Hydrochloride Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Injection, 100 ug/1 mL (NDC 63323-421-02)",Revised,11/29/23,Available,Check wholesalers for inventory,,Demand increase for the drug,Anesthesia,Current,,
10093,Dexmedetomidine Hydrochloride Injection,HQ Specialty Pharma,WG Critical Care 888-493-0861,"Injection, 100 ug/1 mL (NDC 44567-600-04)",Reverified,12/20/23,Available,Marketed by WG Critical Care,,,Anesthesia,Current,,
10094,Dexmedetomidine Hydrochloride Injection,HQ Specialty Pharma,WG Critical Care 888-493-0861,"Injection, 100 ug/1 mL (NDC 44567-601-04)",Reverified,12/20/23,Available,Marketed by WG Critical Care,,,Anesthesia,Current,,
10095,Dexmedetomidine Hydrochloride Injection,HQ Specialty Pharma,WG Critical Care 888-493-0861,"Injection, 4 ug/1 mL (NDC 44567-602-24)",Reverified,12/20/23,Available,Marketed by WG Critical Care,,,Anesthesia,Current,,
10096,Dexmedetomidine Hydrochloride Injection,HQ Specialty Pharma,WG Critical Care 888-493-0861,"Injection, 4 ug/1 mL (NDC 44567-603-24)",Reverified,12/20/23,Available,Marketed by WG Critical Care,,,Anesthesia,Current,,
10097,Dexmedetomidine Hydrochloride Injection,Jiangsu Hengrui Medicine Co. Ltd.,Athenex: 855-273-0154,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 70860-605-03)",Reverified,3/10/23,Available,,,Demand increase for the drug,Anesthesia,Current,,
10098,Dexmedetomidine Hydrochloride Injection,"Mylan Institutional, a Viatris Company",800-796-9526,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 67457-251-02)",Reverified,9/12/23,Available,,,,Anesthesia,Current,,
10099,Dexmedetomidine Hydrochloride Injection,"Par Pharmaceutical, Inc.",800-828-9393,"Injection, 100 ug/1 mL (NDC 42023-146-25)",Revised,11/1/23,Available,Please check wholesalers for inventory,,,Anesthesia,Current,,
10100,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,844-646-4398,"Precedex, Injection, 4 ug/1 mL (NDC 0409-1660-20)",Revised,9/11/23,Limited Supply Available. Next Delivery: October 2023; Estimated Recovery: December 2023,,,,Anesthesia,Current,,
10101,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,844-646-4398,"Precedex, Injection, 4 ug/1 mL (NDC 0409-1660-50)",Revised,9/11/23,Available,,,,Anesthesia,Current,,
10102,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,844-646-4398,"Precedex, Injection, 4 ug/1 mL (NDC 0409-1660-10)",Revised,9/11/23,Available,,,,Anesthesia,Current,,
10103,Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,844-646-4398,"Precedex, Injection, 100 ug/1 mL (NDC 0409-1638-02)",Revised,9/11/23,Limited Supply Available,Limited Supply Available. Check Wholesaler for Availability,,,Anesthesia,Current,,
10104,Dexmedetomidine Hydrochloride Injection,Slayback Pharma,844-566-2505,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 71225-126-05)",Reverified,12/28/22,Available,,,,Anesthesia,Current,,
10105,Dexmedetomidine Hydrochloride Injection,Slayback Pharma,844-566-2505,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 71225-126-06)",Reverified,12/28/22,Available,,,,Anesthesia,Current,,
10106,Dexmedetomidine Hydrochloride Injection,"Meitheal Pharmaceuticals, Inc.",844-824-8426,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 71288-505-03)",Revised,2/13/23,Available on allocation.,,,Demand increase for the drug,Anesthesia,Current,,
10107,Dextrose Monohydrate Injection,"Amphastar Pharmaceuticals, Inc.",800-423-4136,"Dextrose 50%, Injection, 25 g/50 mL (NDC 76329-3302-1)",Reverified,12/19/23,Backorder due to increase in demand,old NDC 76329-3301-1,,Demand increase for the drug,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,,
10108,Dextrose Monohydrate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Dextrose, Injection, 25 g/50 mL (NDC 0409-7517-16)",Reverified,9/11/23,Depleted,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,,
10109,Dextrose Monohydrate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Dextrose, Injection, 25 g/50 mL (NDC 0409-4902-34)",Reverified,9/11/23,Depleted,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,,
10110,Dextrose Monohydrate Injection,"Hospira, Inc., a Pfizer Company",844-646-4398,"Dextrose, Injection, 25 g/50 mL (NDC 0409-6648-02)",Reverified,9/11/23,Depleted,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,,Endocrinology/Metabolism; Gastroenterology; Pediatric,Current,,
10111,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Injection, 5 g/100 mL (NDC 0264-7510-10)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10112,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Injection, 5 g/100 mL (NDC 0264-7510-00)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10113,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Injection, 5 g/100 mL (NDC 0264-7510-20)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10114,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 0264-1510-32)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10115,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 0264-1510-31)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10116,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Injection, 10 g/100 mL (NDC 0264-7520-00)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10117,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Injection, 10 g/100 mL (NDC 0264-7520-10)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10118,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Injection, 10 g/100 mL (NDC 0264-7520-20)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10119,Dextrose Monohydrate Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7922-03)",Reverified,12/20/23,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7922-03",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10120,Dextrose Monohydrate Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7922-55)",Reverified,12/20/23,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7922-55",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10121,Dextrose Monohydrate Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7922-09)",Reverified,12/20/23,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7922-09",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10122,Dextrose Monohydrate Injection,Baxter Healthcare,888-229-0001,"Dextrose 10% In Plastic Container, Injection, 100 g/1000 mL (NDC 0338-0023-02)",Reverified,9/27/23,Available,,,Demand increase for the drug,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10123,Dextrose Monohydrate Injection,Baxter Healthcare,888-229-0001,"Dextrose 10% In Plastic Container, Injection, 100 g/1000 mL (NDC 0338-0023-03)",Reverified,9/27/23,Available,,,Demand increase for the drug,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10124,Dextrose Monohydrate Injection,Baxter Healthcare,888-229-0001,"Dextrose 10% In Plastic Container, Injection, 100 g/1000 mL (NDC 0338-0023-04)",Reverified,9/27/23,Available,,,Demand increase for the drug,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10125,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Injection, 10 g/100 mL (NDC 0264-7520-00)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10126,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Injection, 10 g/100 mL (NDC 0264-7520-10)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10127,Dextrose Monohydrate Injection,B. Braun Medical Inc.,800-227-2862,"Injection, 10 g/100 mL (NDC 0264-7520-20)",Reverified,12/19/23,Available,,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10128,Dextrose Monohydrate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Dextrose 10% In Plastic Container, Injection, 100 mg/1 mL (NDC 63323-824-74)",Reverified,12/20/23,Next release March 2024.,Check wholesalers for inventory.,,Demand increase for the drug,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10129,Dextrose Monohydrate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Dextrose 10% In Plastic Container, Injection, 100 mg/1 mL (NDC 63323-824-75)",Reverified,12/20/23,Available,Check wholesalers for inventory.,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10130,Dextrose Monohydrate Injection,"Fresenius Kabi USA, LLC",888-386-1300,"Dextrose 10% In Plastic Container, Injection, 100 mg/1 mL (NDC 63323-824-76)",Reverified,12/20/23,Available,Check wholesalers for inventory.,,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10131,Dextrose Monohydrate Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Dextrose 10% In Plastic Container, Injection, 10 g/100 mL (NDC 0990-7930-02)",Reverified,12/20/23,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7930-02)",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10132,Dextrose Monohydrate Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Dextrose 10% In Plastic Container, Injection, 10 g/100 mL (NDC 0990-7930-03)",Reverified,12/20/23,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7930-03",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10133,Dextrose Monohydrate Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Dextrose 10% In Plastic Container, Injection, 10 g/100 mL (NDC 0990-7930-09)",Reverified,12/20/23,Available,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7930-09",,,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
10134,Dextrose Monohydrate Injection,"ICU Medical, Inc.",1-866-829-9025 or ProductAvailability@icumed.com,"Dextrose 10% In Plastic Container, Injection, 10 g/100 mL (NDC 0990-7938-19)",Reverified,12/19/23,Unavailable,"ICU Medical acquired these products from Hospira, a Pfizer company. For questions or inquiries regarding these Hospira labeled products, please contact ICU Medical. Legacy Hospira NDC 0409-7938-19",,Demand increase for the drug,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Current,,
