id,generic_name,company_name,contact_info,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
11740,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 225 Mg/30 Ml (7.5 Mg/Ml) (NDC 0409-1165-02)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11741,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 7.5 Mg/1 Ml (NDC 0409-1165-01)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11742,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 250 Mg/50 Ml (5 Mg/Ml) (NDC 0409-1163-01)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11743,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 150 Mg/30 Ml (5 Mg/Ml) (NDC 0409-1162-02)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11744,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 50 Mg/10 Ml (5 Mg/Ml) (NDC 0409-1162-01)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11745,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 125 Mg/50 Ml (2.5 Mg/Ml) (NDC 0409-1160-01)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11746,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 75 Mg/30 Ml (2.5 Mg/Ml) (NDC 0409-1159-02)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11747,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride, Injection, 25 Mg/10 Ml (2.5 Mg/Ml) (NDC 0409-1159-01)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11748,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 7.5 Mg/1 Ml (NDC 63323-472-37)",Reverified,9/4/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11749,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 7.5 Mg/1 Ml (NDC 63323-472-17)",Reverified,9/4/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11750,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 5 Mg/1 Ml (NDC 63323-466-31)",Reverified,9/4/24,Unavailable,Not Available At This Time.,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11751,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 5 Mg/1 Ml (NDC 63323-466-37)",Reverified,9/4/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11752,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 5 Mg/1 Ml (NDC 63323-466-17)",Reverified,9/4/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11753,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 2.5 Mg/1 Ml (NDC 63323-464-31)",Reverified,9/4/24,Unavailable,Not Available At This Time.,,Demand Increase For The Drug,Anesthesia,Current,,
11754,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 2.5 Mg/1 Ml (NDC 63323-464-37)",Reverified,9/4/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11755,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 2.5 Mg/1 Ml (NDC 63323-464-17)",Reverified,9/4/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11756,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 5 Mg/1 Ml (NDC 63323-467-57)",Reverified,9/4/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11757,Bupivacaine Hydrochloride Injection,Eugia Us Llc,888-238-7880,"Bupivacaine Hydrochloride, Injection, 5 Mg/1 Ml (NDC 55150-250-50)",Revised,8/5/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11758,Bupivacaine Hydrochloride Injection,Eugia Us Llc,888-238-7880,"Bupivacaine Hydrochloride, Injection, 2.5 Mg/1 Ml (NDC 55150-249-50)",Revised,8/5/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11759,Bupivacaine Hydrochloride Injection,Eugia Us Llc,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 7.5 Mg/1 Ml (NDC 55150-172-30)",Revised,8/5/24,Unavailable,On Backorder. Recovery: Tbd. Check Wholesalers For Inventory,,Demand Increase For The Drug,Anesthesia,Current,,
11760,Bupivacaine Hydrochloride Injection,Eugia Us Llc,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 7.5 Mg/1 Ml (NDC 55150-171-10)",Revised,8/5/24,Unavailable,On Backorder. Recovery: Tbd. Check Wholesalers For Inventory,,Demand Increase For The Drug,Anesthesia,Current,,
11761,Bupivacaine Hydrochloride Injection,Eugia Us Llc,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 5 Mg/1 Ml (NDC 55150-170-30)",Revised,8/5/24,Unavailable,On Backorder. Recovery: Tbd. Check Wholesalers For Inventory,,Demand Increase For The Drug,Anesthesia,Current,,
11762,Bupivacaine Hydrochloride Injection,Eugia Us Llc,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 5 Mg/1 Ml (NDC 55150-169-10)",Revised,8/5/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11763,Bupivacaine Hydrochloride Injection,Eugia Us Llc,888-238-7880,"Bupivacaine Hydrochloride Preservative Free, Injection, 2.5 Mg/1 Ml (NDC 55150-168-30)",Revised,8/5/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11764,Bupivacaine Hydrochloride Injection,"Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 2.5 Mg/1 Ml (NDC 63323-465-57)",Reverified,9/4/24,Available,Check Wholesalers For Inventory,,,Anesthesia,Current,,
11765,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Marcaine, Injection, 0.75% 15 Mg/2 Ml (NDC 0409-1761-62)",Revised,8/26/24,Available,,,,Analgesia/Addiction,Current,,
11766,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Injection, 0.25%; 75 Mg/30 Ml (2.5 Mg/Ml) (NDC 0409-1159-10)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11767,Bupivacaine Hydrochloride Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Marcaine, Injection, 0.75% 15 Mg/2 Ml (7.5 Mg/Ml) In Dextrose 8.25% (NDC 0409-1761-10)",Revised,8/26/24,Available,,,,Anesthesia,Current,,
11768,Bupivacaine Hydrochloride Injection,"Somerset Therapeutics, Llc",732-554-1037,"Injection, 5 Mg/1 Ml (NDC 70069-753-25)",Reverified,8/30/24,Available,,,,Anesthesia,Current,,
11769,Bupivacaine Hydrochloride Injection,"Somerset Therapeutics, Llc",732-554-1037,"Injection, 2.5 Mg/1 Ml (NDC 70069-752-25)",Reverified,8/30/24,Available,,,,Anesthesia,Current,,
11770,Bupivacaine Hydrochloride Injection,Kindos Pharmaceuticals Co. Ltd.,844-824-8426,"Injection, 5 Mg/1 Ml (NDC 71288-725-32)",Reverified,7/11/24,Available,Meitheal Pharmaceuticals Is Distributor/Labeler; Product Is Available,,,Anesthesia,Current,,
11771,Bupivacaine Hydrochloride Injection,Kindos Pharmaceuticals Co. Ltd.,844-824-8426,"Injection, 7.5 Mg/1 Ml (NDC 71288-728-32)",Reverified,7/11/24,Available,Meitheal Pharmaceuticals Is Distributor/Labeler; Product Is Available,,,Anesthesia,Current,,
11772,Bupivacaine Hydrochloride Injection,Kindos Pharmaceuticals Co. Ltd.,844-824-8426,"Injection, 2.5 Mg/1 Ml (NDC 71288-722-32)",Reverified,7/11/24,Available,Meitheal Pharmaceuticals Is Distributor/Labeler; Product Is Available,,,Anesthesia,Current,,
11773,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, Marcaine With Epinephrine 1:200,000 As The Bitartrate 250 Mg/50 Ml (5 Mg/Ml 1:200,000) (NDC 0409-1755-50)",Revised,8/26/24,Limited Availability,Limited Supply Available. Next Delivery: September 2024; Estimated Recovery: December 2024,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11774,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, Marcaine With Epinephrine 1:200,000 As The Bitartrate 125 Mg/50 Ml (2.5 Mg/Ml 1:200,000) (NDC 0409-1752-50)",Revised,8/26/24,Limited Availability,Estimated Recovery: December 2024,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11775,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, Marcaine With Epinephrine 1:200,000 As The Bitartrate 150 Mg/30 Ml (5 Mg/Ml 1:200,000) (NDC 0409-1749-29)",Revised,8/26/24,Limited Availability,Estimated Recovery: December 2024,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11776,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, Marcaine With Epinephrine 1:200,000 As The Bitartrate 50 Mg/10 Ml (5 Mg/Ml 1:200,000) (NDC 0409-1749-10)",Revised,8/26/24,Limited Availability,Limited Supply Available. Next Delivery: November 2024; Estimated Recovery: December 2024,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11777,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, Marcaine With Epinephrine 1:200,000 As The Bitartrate 75 Mg/30 Ml (2.5 Mg/Ml 1:200,000) (NDC 0409-1746-30)",Revised,8/26/24,Limited Availability,Limited Supply Available. Next Delivery: September 2024; Estimated Recovery: December 2024,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11778,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Marcaine With Epinephrine, Injection, Marcaine With Epinephrine 1:200,000 As The Bitartrate 25 Mg/10 Ml (2.5 Mg/Ml 1:200,000) (NDC 0409-1746-10)",Revised,8/26/24,Limited Availability,Limited Supply Available. Next Delivery: September 2024; Estimated Recovery: December 2024,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11779,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 250 Mg/50 Ml (5 Mg/Ml) (NDC 0409-9046-01)",Revised,8/26/24,Unavailable,Next Delivery: April 2025; Estimated Recovery: September 2025,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11780,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 150 Mg/30 Ml (5 Mg/Ml) (NDC 0409-9045-17)",Revised,8/26/24,Unavailable,Next Delivery: June 2025; Estimated Recovery: December 2025,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11781,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 50 Mg/10 Ml (5 Mg/Ml) (NDC 0409-9045-01)",Revised,8/26/24,Unavailable,Next Delivery: June 2025; Estimated Recovery: December 2025,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11782,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 125 Mg/50 Ml (2.5 Mg/Ml) (NDC 0409-9043-01)",Revised,8/26/24,Unavailable,Next Delivery: June 2025; Estimated Recovery: December 2025,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11783,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 75 Mg/30 Ml (2.5 Mg/Ml) (NDC 0409-9042-17)",Revised,8/26/24,Unavailable,Next Delivery: June 2025; Estimated Recovery: December 2025,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11784,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Hospira, Inc., A Pfizer Company",844-646-4398,"Bupivacaine Hydrochloride And Epinephrine, Injection, 25 Mg/10 Ml (2.5 Mg/Ml) (NDC 0409-9042-01)",Revised,8/26/24,Unavailable,Next Delivery: June 2025; Estimated Recovery: December 2025,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11785,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 7.5 Mg/1 Ml; .005 Mg/1 Ml (NDC 63323-460-37)",Revised,9/4/24,Unavailable,Backordered. Next Release September 2024. Check Wholesaler For Inventory.,,Demand Increase For The Drug,Anesthesia,Current,,
11786,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 5 Mg/1 Ml; .005 Mg/1 Ml (NDC 63323-462-31)",Reverified,9/4/24,Unavailable,Not Available At This Time.,,Delay In Shipping Of The Drug,Anesthesia,Current,,
11787,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 5 Mg/1 Ml; .005 Mg/1 Ml (NDC 63323-462-37)",Reverified,9/4/24,Available,Check Wholesaler For Inventory,,,Anesthesia,Current,,
11788,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 5 Mg/1 Ml; .005 Mg/1 Ml (NDC 63323-462-17)",Reverified,9/4/24,Available,Check Wholesaler For Inventory,,,Anesthesia,Current,,
11789,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 2.5 Mg/1 Ml; .005 Mg/1 Ml (NDC 63323-468-37)",Reverified,9/4/24,Available,Check Wholesaler For Inventory,,,Anesthesia,Current,,
11790,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 2.5 Mg/1 Ml; .005 Mg/1 Ml (NDC 63323-468-17)",Reverified,9/4/24,Available,Check Wholesaler For Inventory,,,Anesthesia,Current,,
11791,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 5 Mg/1 Ml; .005 Mg/1 Ml (NDC 63323-463-57)",Reverified,9/4/24,Available,Check Wholesaler For Inventory,,,Anesthesia,Current,,
11792,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Fresenius Kabi Usa, Llc",888-386-1300,"Sensorcaine, Injection, 2.5 Mg/1 Ml; .005 Mg/1 Ml (NDC 63323-461-57)",Reverified,9/4/24,Available,Check Wholesaler For Inventory,,,Anesthesia,Current,,
11793,"Bupropion Hydrochloride Tablet, Extended Release","Endo Pharmaceuticals, Inc.",800-462-3636,"Tablet, Extended Release, 300 Mg (NDC 10370-102-03)",New,12/28/23,,,,,Psychiatry,To Be Discontinued,,12/28/23
11794,"Bupropion Hydrochloride Tablet, Extended Release","Endo Pharmaceuticals, Inc.",800-462-3636,"Tablet, Extended Release, 300 Mg (NDC 10370-102-50)",New,12/28/23,,,,,Psychiatry,To Be Discontinued,,12/28/23
11795,"Bupropion Hydrochloride Tablet, Extended Release","Endo Pharmaceuticals, Inc.",800-462-3636,"Tablet, Extended Release, 150 Mg (NDC 10370-101-03)",New,10/2/23,,,,,Psychiatry,To Be Discontinued,,10/2/23
11796,"Bupropion Hydrochloride Tablet, Extended Release","Endo Pharmaceuticals, Inc.",800-462-3636,"Tablet, Extended Release, 150 Mg (NDC 10370-101-50)",New,10/2/23,,,,,Psychiatry,To Be Discontinued,,
11797,Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Peritoneal Dialysis Solution,Fresenius Medical Care North America,800-323-5188,"Delflex, Peritoneal Dialysis Solution, 18.4 Mg/100 Ml; 1.5 G/100 Ml; 5.08 Mg/100 Ml; 538 Mg/100 Ml; 448 Mg/100 Ml (NDC 49230-206-20)",New,3/21/24,,,,,Renal,To Be Discontinued,,3/21/24
11798,Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Peritoneal Dialysis Solution,Fresenius Medical Care North America,800-323-5188,"Delflex, Peritoneal Dialysis Solution, 18.4 Mg/100 Ml; 2.5 G/100 Ml; 5.08 Mg/100 Ml; 538 Mg/100 Ml; 448 Mg/100 Ml (NDC 49230-209-23)",New,3/21/24,,,,,Renal,To Be Discontinued,,3/21/24
11799,Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Peritoneal Dialysis Solution,Fresenius Medical Care North America,800-323-5188,"Delflex, Peritoneal Dialysis Solution, 18.4 Mg/100 Ml; 4.25 G/100 Ml; 5.08 Mg/100 Ml; 538 Mg/100 Ml; 448 Mg/100 Ml (NDC 49230-212-23)",New,3/21/24,,,,,Renal,To Be Discontinued,,3/21/24
11800,Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Solution,Fresenius Medical Care North America,800-323-5188 (7:00 Am – 6:00 Pm Cst),"Delflex, Solution, 25.7 Mg/100 Ml; 1.5 G/100 Ml; 15.2 Mg/100 Ml; 567 Mg/100 Ml; 392 Mg/100 Ml (NDC 49230-188-50)",New,6/4/24,,"As Part Of Fresenius Medical Care North America’S (Fmcna) Overall Strategy To Replace Delflex Pvc With Biofine, We Are Temporarily Discontinuing The Delflex 5l Product In A Pvc Container.",,,Renal,To Be Discontinued,,6/4/24
11801,Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Solution,Fresenius Medical Care North America,800-323-5188 (7:00 Am – 6:00 Pm Cst),"Delflex, Solution, 25.7 Mg/100 Ml; 2.5 G/100 Ml; 15.2 Mg/100 Ml; 567 Mg/100 Ml; 392 Mg/100 Ml (NDC 49230-191-50)",New,6/4/24,,"As Part Of Fresenius Medical Care North America’S (Fmcna) Overall Strategy To Replace Delflex Pvc With Biofine, We Are Temporarily Discontinuing The Delflex 5l Product In A Pvc Container.",,,Renal,To Be Discontinued,,6/4/24
11802,Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Solution,Fresenius Medical Care North America,800-323-5188 (7:00 Am – 6:00 Pm Cst),"Delflex, Solution, 18.4 Mg/100 Ml; 1.5 G/100 Ml; 5.08 Mg/100 Ml; 538 Mg/100 Ml; 448 Mg/100 Ml (NDC 49230-206-50)",New,6/4/24,,"As Part Of Fresenius Medical Care North America’S (Fmcna) Overall Strategy To Replace Delflex Pvc With Biofine, We Are Temporarily Discontinuing The Delflex 5l Product In A Pvc Container.",,,Renal,To Be Discontinued,,6/4/24
11803,Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Solution,Fresenius Medical Care North America,800-323-5188 (7:00 Am – 6:00 Pm Cst),"Delflex, Solution, 18.4 Mg/100 Ml; 2.5 G/100 Ml; 5.08 Mg/100 Ml; 538 Mg/100 Ml; 448 Mg/100 Ml (NDC 49230-209-50)",New,6/4/24,,"As Part Of Fresenius Medical Care North America’S (Fmcna) Overall Strategy To Replace Delflex Pvc With Biofine, We Are Temporarily Discontinuing The Delflex 5l Product In A Pvc Container.",,,Renal,To Be Discontinued,,6/4/24
11804,Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Solution,Fresenius Medical Care North America,800-323-5188 (7:00 Am – 6:00 Pm Cst),"Delflex, Solution, 18.4 Mg/100 Ml; 4.25 G/100 Ml; 5.08 Mg/100 Ml; 538 Mg/100 Ml; 448 Mg/100 Ml (NDC 49230-212-50)",New,6/4/24,,"As Part Of Fresenius Medical Care North America’S (Fmcna) Overall Strategy To Replace Delflex Pvc With Biofine, We Are Temporarily Discontinuing The Delflex 5l Product In A Pvc Container.",,,Renal,To Be Discontinued,,6/4/24
11805,Capecitabine Tablet,"Dr. Reddy'S Laboratories, Inc.",866-732-3952,"Tablet, 500 Mg (NDC 55111-497-04)",Revised,6/27/24,,,Available,,Oncology,Resolved,6/27/24,
11806,Capecitabine Tablet,"Dr. Reddy'S Laboratories, Inc.",866-732-3952,"Tablet, 150 Mg (NDC 55111-496-60)",Revised,6/27/24,,,Available,,Oncology,Resolved,6/27/24,
11807,Capecitabine Tablet,Eugia Us Llc,888-238-7880,"Tablet, 500 Mg (NDC 59651-205-08)",Revised,5/21/24,,,,,Oncology,Resolved,5/21/24,
11808,Capecitabine Tablet,Eugia Us Llc,888-238-7880,"Tablet, 150 Mg (NDC 59651-204-60)",Revised,5/21/24,,,,,Oncology,Resolved,5/21/24,
11809,Capecitabine Tablet,"Teva Pharmaceuticals Usa, Inc.",800-545-8800,"Capecitabine Tablets Usp, Tablet, 500 Mg (NDC 0093-7474-89)",Revised,5/21/24,,,,,Oncology,Resolved,5/21/24,
11810,Capecitabine Tablet,"Teva Pharmaceuticals Usa, Inc.",800-545-8800,"Capecitabine Tablets Usp, Tablet, 150 Mg (NDC 0093-7473-06)",Revised,5/21/24,,,,,Oncology,Resolved,5/21/24,
11811,Capecitabine Tablet,Novadoz Pharmaceuticals Llc,848-200-1906,"Capecitabine, Tablet, 150 Mg (NDC 72205-006-60)",Revised,5/21/24,,,Manufactured By Msn Laboratories Private Limited (Formulation Division),,Oncology,Resolved,5/21/24,
11812,Capecitabine Tablet,Novadoz Pharmaceuticals Llc,848-200-1906,"Capecitabine, Tablet, 500 Mg (NDC 72205-007-92)",Revised,5/21/24,,,Manufactured By Msn Laboratories Private Limited (Formulation Division),,Oncology,Resolved,5/21/24,
11813,Capecitabine Tablet,"Genentech, Inc",800-551-2231,"Xeloda, Tablet, 500 Mg (NDC 0004-1101-50)",Revised,1/23/24,,Product Was Discontinued In March 2023.,,,Oncology,To Be Discontinued,1/23/24,1/23/24
11814,Capecitabine Tablet,"Genentech, Inc",800-551-2231,"Xeloda, Tablet, 150 Mg (NDC 0004-1100-20)",Revised,1/23/24,,Product Was Discontinued In March 2023.,,,Oncology,To Be Discontinued,1/23/24,1/23/24
11815,Capecitabine Tablet,Accord Healthcare Inc.,"866-941-7875, Option 2","Tablet, 500 Mg (NDC 16729-073-29)",Revised,6/27/24,,,Available,,Oncology,Resolved,6/27/24,
11816,"Carbamazepine Capsule, Extended Release",Takeda Pharmaceuticals Usa Inc.,866-861-1750,"Capsule, Extended Release, 300 Mg (NDC 66993-409-32)",New,2/6/24,,The Brand Carbatrol Will Continue To Be Available.,,,Neurology,To Be Discontinued,,2/6/24
11817,"Carbamazepine Capsule, Extended Release",Takeda Pharmaceuticals Usa Inc.,866-861-1750,"Capsule, Extended Release, 100 Mg (NDC 66993-407-32)",New,2/6/24,,The Brand Carbatrol Will Continue To Be Available.,,,Neurology,To Be Discontinued,,2/6/24
11818,"Carbamazepine Capsule, Extended Release",Takeda Pharmaceuticals Usa Inc.,866-861-1750,"Capsule, Extended Release, 200 Mg (NDC 66993-408-32)",New,2/6/24,,The Brand Carbatrol Will Continue To Be Available.,,,Neurology,To Be Discontinued,,2/6/24
11819,"Carbamazepine Tablet, Extended Release",Novartis Pharmaceuticals Corporation,888-669-6682,"Tablet, Extended Release, 200 Mg (NDC 0781-5987-01)",New,10/23/23,,"Novartis Pharmaceuticals’ Brand Product, Tegretol Xr, 200 Mg (Ndc 0078-0511-05), Will Continue To Be Manufactured And Available.",,Discontinuation Of The Manufacture Of The Drug,Neurology,To Be Discontinued,,10/23/23
11820,"Carbamazepine Tablet, Extended Release",Novartis Pharmaceuticals Corporation,888-669-6682,"Tablet, Extended Release, 400 Mg (NDC 0781-5988-01)",New,10/23/23,,"Novartis Pharmaceuticals’ Brand Product, Tegretol Xr, 400 Mg, (Ndc 0078-0512-05), Will Continue To Be Manufactured And Available.",,Discontinuation Of The Manufacture Of The Drug,Neurology,To Be Discontinued,,10/23/23
11821,"Carbamazepine Tablet, Extended Release",Novartis Pharmaceuticals Corporation,888-669-6682,"Tablet, Extended Release, 100 Mg (NDC 0781-8016-01)",New,10/23/23,,"Novartis Pharmaceuticals’ Brand Product, Tegretol Xr 100 Mg (Ndc 0078-0510-05), Will Continue To Be Manufactured And Available.",,Discontinuation Of The Manufacture Of The Drug,Neurology,To Be Discontinued,,10/23/23
11822,Carbidopa And Levodopa Tablet,"Mylan Pharmaceuticals Inc., A Viatris Company",800-796-9526,"Tablet, 25/250 Mg (NDC 0378-1133-01)",New,3/26/24,,,,,Neurology,To Be Discontinued,,3/26/24
11823,Carbidopa And Levodopa Tablet,"Mylan Pharmaceuticals Inc., A Viatris Company",800-796-9526,"Tablet, 25/100 Mg (NDC 0378-0085-01)",New,3/26/24,,,,,Neurology,To Be Discontinued,,3/26/24
11824,Carbidopa And Levodopa Tablet,"Mylan Pharmaceuticals Inc., A Viatris Company",800-796-9526,"Tablet, 10/100 Mg (NDC 0378-0078-01)",New,3/26/24,,,,,Neurology,To Be Discontinued,,3/26/24
11825,Carboplatin Injection,Ingenus Pharmaceuticals Llc,866-321-5031,"Injection, 450 Mg/45 Ml (NDC 50742-447-45)",Reverified,6/24/24,Available,"For Any Other Information, Please Contact The Ingenus Customer Service Team At 866-321-5031.",,,Oncology,Current,,
11826,Carboplatin Injection,"Teva Pharmaceuticals Usa, Inc.",800-545-8800,"Carboplatin Injection, Injection, 10 Mg/1 Ml (NDC 0703-4248-01)",Revised,8/23/24,Limited Availability,,,Demand Increase For The Drug,Oncology,Current,,
11827,Carboplatin Injection,"Teva Pharmaceuticals Usa, Inc.",800-545-8800,"Carboplatin Injection, Injection, 10 Mg/1 Ml (NDC 0703-4246-01)",Revised,8/23/24,Available,,,,Oncology,Current,,
11828,Carboplatin Injection,"Teva Pharmaceuticals Usa, Inc.",800-545-8800,"Carboplatin Injection, Injection, 10 Mg/1 Ml (NDC 0703-4244-01)",Revised,8/23/24,Available,,,,Oncology,Current,,
11829,Carboplatin Injection,"Hospira, Inc., A Pfizer Company",844-646-4398,"Injection, 600 Mg/60 Ml (10 Mg/Ml) (NDC 61703-600-05)",Revised,8/26/24,Limited Availability,Limited Supply Available. Next Delivery: October 2024; Estimated Recovery: December 2024,,Delay In Shipping Of The Drug,Oncology,Current,,
