id,generic_name,company_name,contact_info,presentation,update_type,update_date,availability,related_info,resolved_note,reason_for_shortage,therapeutic_category,status,change_date,date_discontinued
225,Buspirone HCl Tablets,Accord Healthcare Inc.,866-941-7875,"5 mg, 500 count bottle (NDC 16729-200-16)",Revised,12/11/19,"Sufficient stocks available to support customer demand; Product not on allocation effective Dec 1, 2019",,,Demand increase for the drug,Psychiatry,Current,,
226,Buspirone HCl Tablets,Accord Healthcare Inc.,866-941-7875,"7.5 mg, 100 count bottle (NDC 16729-201-01)",Revised,12/11/19,"Sufficient stocks available to support customer demand; Product not on allocation effective Dec 1, 2019",,,Demand increase for the drug,Psychiatry,Current,,
227,Buspirone HCl Tablets,Accord Healthcare Inc.,866-941-7875,"10 mg, 100 count bottle (NDC 16729-202-01)",Revised,12/11/19,"Sufficient stocks available to support customer demand; Product not on allocation effective Dec 1, 2019",,,Demand increase for the drug,Psychiatry,Current,,
228,Buspirone HCl Tablets,Accord Healthcare Inc.,866-941-7875,"10 mg, 500 count bottle (NDC 16729-202-16)",Revised,12/11/19,"Sufficient stocks available to support customer demand; Product not on allocation effective Dec 1, 2019",,,Demand increase for the drug,Psychiatry,Current,,
229,Buspirone HCl Tablets,Accord Healthcare Inc.,866-941-7875,"15 mg, 60 count bottle (NDC 16729-203-12)",Revised,12/11/19,"Sufficient stocks available to support customer demand; Product not on allocation effective Dec 1, 2019",,,Demand increase for the drug,Psychiatry,Current,,
230,Buspirone HCl Tablets,Accord Healthcare Inc.,866-941-7875,"15 mg, 100 count bottle (NDC 16729-203-01)",Revised,12/11/19,"Sufficient stocks available to support customer demand; Product not on allocation effective Dec 1, 2019",,,Demand increase for the drug,Psychiatry,Current,,
231,Buspirone HCl Tablets,Accord Healthcare Inc.,866-941-7875,"30 mg, 60 count bottle (NDC 16729-289-12)",Revised,12/11/19,"Sufficient stocks available to support customer demand; Product not on allocation effective Dec 1, 2019",,,Demand increase for the drug,Psychiatry,Current,,
232,Buspirone HCl Tablets,Impax Laboratories,877-994-6729,"5 mg, 100 count bottle (NDC 0115-1690-01)",Reverified,1/29/19,Unavailable,This was a business-related decision to discontinue manufacturing these products,,Discontinuation of the manufacture of the drug,Psychiatry,Current,,
233,Buspirone HCl Tablets,Impax Laboratories,877-994-6729,"5 mg, 500 count bottle (NDC 0115-1690-02)",Reverified,1/29/19,Unavailable,This was a business-related decision to discontinue manufacturing these products,,Discontinuation of the manufacture of the drug,Psychiatry,Current,,
234,Buspirone HCl Tablets,Impax Laboratories,877-994-6729,"5 mg, 1000 count bottle (NDC 0115-1690-03)",Reverified,1/29/19,Unavailable,This was a business-related decision to discontinue manufacturing these products,,Discontinuation of the manufacture of the drug,Psychiatry,Current,,
235,Buspirone HCl Tablets,Impax Laboratories,877-994-6729,"10 mg, 100 count bottle (NDC 0115-1691-01)",Reverified,1/29/19,Unavailable,This was a business-related decision to discontinue manufacturing these products,,Discontinuation of the manufacture of the drug,Psychiatry,Current,,
236,Buspirone HCl Tablets,Impax Laboratories,877-994-6729,"10 mg, 500 count bottle (NDC 0115-1691-02)",Reverified,1/29/19,Unavailable,This was a business-related decision to discontinue manufacturing these products,,Discontinuation of the manufacture of the drug,Psychiatry,Current,,
237,Buspirone HCl Tablets,Impax Laboratories,877-994-6729,"10 mg, 1000 count bottle (NDC 0115-1691-03)",Reverified,1/29/19,Unavailable,This was a business-related decision to discontinue manufacturing these products,,Discontinuation of the manufacture of the drug,Psychiatry,Current,,
238,Buspirone HCl Tablets,Impax Laboratories,877-994-6729,"15 mg, 60 count bottle (NDC 0115-1692-13)",Reverified,1/29/19,Unavailable,This was a business-related decision to discontinue manufacturing these products,,Discontinuation of the manufacture of the drug,Psychiatry,Current,,
239,Buspirone HCl Tablets,Impax Laboratories,877-994-6729,"15 mg, 180 count bottle (NDC 0115-1692-19)",Reverified,1/29/19,Unavailable,This was a business-related decision to discontinue manufacturing these products,,Discontinuation of the manufacture of the drug,Psychiatry,Current,,
240,Buspirone HCl Tablets,Impax Laboratories,877-994-6729,"15 mg, 500 count bottle (NDC 0115-1692-02)",Reverified,1/29/19,Unavailable,This was a business-related decision to discontinue manufacturing these products,,Discontinuation of the manufacture of the drug,Psychiatry,Current,,
241,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"7.5 mg, 100 count bottle (NDC 49884-725-01)",Reverified,11/26/19,Available,"Manufactured and marketed by Par Pharmaceutical. For product availability inquiries, call 1-800-828-9393, option # 5 then option # 2",,Demand increase for the drug,Psychiatry,Current,,
242,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"7.5 mg, 500 count bottle (NDC 49884-725-05)",Reverified,11/26/19,Available,"Manufactured and marketed by Par Pharmaceutical. For product availability inquiries, call 1-800-828-9393, option # 5 then option # 2",,Demand increase for the drug,Psychiatry,Current,,
243,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"5 mg, 100 count bottle (NDC 0378-1140-01)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
244,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"5 mg, 500 count bottle (NDC 0378-1140-05)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
245,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"5 mg, unit-dose blister pack, 100 count (NDC 51079-985-20)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
246,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"7.5 mg, 100 count bottle (NDC 0378-1145-01)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
247,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, 100 count bottle (NDC 0378-1150-01)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
248,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, 500 count bottle (NDC 0378-1150-05)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
249,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, unit-dose blister pack, 100 count (NDC 51079-986-20)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
250,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"15 mg, 60 count bottle (NDC 0378-1165-91)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
251,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"15 mg, 180 count bottle (NDC 0378-1165-80)",Reverified,11/26/19,Unavailable. Re-supply: November 2019,,,Other,Psychiatry,Current,,
252,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"15 mg, 500 count bottle (NDC 0378-1165-05)",Reverified,11/26/19,Unavailable. Re-supply: November 2019,,,Other,Psychiatry,Current,,
253,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"15 mg, unit-dose blister pack, 100 count (NDC 51079-960-20)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
254,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"30 mg, 60 count bottle (NDC 0378-1175-91)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
255,Buspirone HCl Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"30 mg, unit-dose blister pack, 100 count (NDC 51079-994-20)",Reverified,11/26/19,Available,,,Other,Psychiatry,Current,,
256,Buspirone HCl Tablets,Strides Pharma Inc.,855-273-0146,"5 mg, 100 count bottle (NDC 64380-741-06)",Revised,5/16/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
257,Buspirone HCl Tablets,Strides Pharma Inc.,855-273-0146,"5 mg, 500 count bottle (NDC 64380-741-07)",Revised,5/16/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
258,Buspirone HCl Tablets,Strides Pharma Inc.,855-273-0146,"5 mg, 1000 count bottle (NDC 64380-741-08)",Revised,5/16/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
259,Buspirone HCl Tablets,Strides Pharma Inc.,855-273-0146,"7.5 mg, 100 count bottle (NDC 64380-787-06)",Revised,5/16/19,Currently out of stock. Re-supply by the first week of June 2019.,,,Demand increase for the drug,Psychiatry,Current,,
260,Buspirone HCl Tablets,Strides Pharma Inc.,855-273-0146,"10 mg, 100 count bottle (NDC 64380-742-06)",Revised,5/16/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
261,Buspirone HCl Tablets,Strides Pharma Inc.,855-273-0146,"10 mg, 500 count bottle (NDC 64380-742-07)",Revised,5/16/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
262,Buspirone HCl Tablets,Strides Pharma Inc.,855-273-0146,"10 mg, 1000 count bottle (NDC 64380-742-08)",Revised,5/16/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
263,Buspirone HCl Tablets,Strides Pharma Inc.,855-273-0146,"30 mg, 60 count bottle (NDC 64380-744-03)",Revised,5/16/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
264,Buspirone HCl Tablets,Teva Pharmaceuticals,800-545-8800,"5 mg, 100 count bottle (NDC 0093-0053-01)",Revised,12/16/19,Available,,,,Psychiatry,Current,,
265,Buspirone HCl Tablets,Teva Pharmaceuticals,800-545-8800,"5 mg, 500 count bottle (NDC 0093-0053-05)",Revised,12/16/19,Available,,,,Psychiatry,Current,,
266,Buspirone HCl Tablets,Teva Pharmaceuticals,800-545-8800,"10 mg, 100 count bottle (NDC 0093-0054-01)",Revised,12/16/19,Available,,,,Psychiatry,Current,,
267,Buspirone HCl Tablets,Teva Pharmaceuticals,800-545-8800,"10 mg, 500 count bottle (NDC 0093-0054-05)",Revised,12/16/19,Available,,,Increase in demand,Psychiatry,Current,,
268,Buspirone HCl Tablets,Teva Pharmaceuticals,800-545-8800,"15 mg, 100 count bottle (NDC 0093-1003-01)",Revised,12/16/19,Available,,,Increase in demand,Psychiatry,Current,,
269,Buspirone HCl Tablets,Teva Pharmaceuticals,800-545-8800,"15 mg, 500 count bottle (NDC 0093-1003-05)",Revised,12/16/19,Available,,,Increase in demand,Psychiatry,Current,,
270,Buspirone HCl Tablets,Teva Pharmaceuticals,800-545-8800,"30 mg, 60 count bottle (NDC 0093-5200-06)",Revised,12/16/19,Available,,,Increase in demand,Psychiatry,Current,,
271,Buspirone HCl Tablets,Teva Pharmaceuticals,800-545-8800,"30 mg, 500 count bottle (NDC 0093-5200-05)",Revised,12/16/19,Available,,,Increase in demand,Psychiatry,Current,,
272,Buspirone HCl Tablets,Zydus Pharmaceuticals USA Inc.,877-993-8779,"5 mg, 100 count bottle (NDC 68382-180-01)",Revised,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
273,Buspirone HCl Tablets,Zydus Pharmaceuticals USA Inc.,877-993-8779,"5 mg, 500 count bottle (NDC 68382-180-05)",Revised,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
274,Buspirone HCl Tablets,Zydus Pharmaceuticals USA Inc.,877-993-8779,"10 mg, 100 count bottle (NDC 68382-181-01)",Revised,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
275,Buspirone HCl Tablets,Zydus Pharmaceuticals USA Inc.,877-993-8779,"10 mg, 500 count bottle (NDC 68382-181-05)",Revised,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
276,Buspirone HCl Tablets,Zydus Pharmaceuticals USA Inc.,877-993-8779,"15 mg, 100 count bottle (NDC 68382-182-01)",Revised,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
277,Buspirone HCl Tablets,Zydus Pharmaceuticals USA Inc.,877-993-8779,"15 mg, 500 count bottle (NDC 68382-182-05)",Revised,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
278,Buspirone HCl Tablets,Zydus Pharmaceuticals USA Inc.,877-993-8779,"30 mg, 60 count bottle (NDC 68382-183-14)",Revised,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
279,Buspirone HCl Tablets,Zydus Pharmaceuticals USA Inc.,877-993-8779,"30 mg, 500 count bottle (NDC 68382-183-05)",Revised,12/18/19,Available,,,Demand increase for the drug,Psychiatry,Current,,
280,Calcitriol Injection USP 1MCG /ML,Akorn Pharmaceuticals,800-932-5676,"Calcitriol Injection USP, 1 mcg/mL, 1 mL ampule  (NDC 17478-931-01)",Revised,12/2/19,Available,,,Other,Endocrinology/Metabolism,Current,,
281,"Calcium Chloride Injection, USP","Hospira, Inc.",844-646-4398,1 g/10 mL (100 mg/mL); Ansyr Plastic Syringe (NDC 00409-1631-10),Reverified,12/20/19,Next Delivery: April 2020; Estimated Recovery: December 2020,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Gastroenterology;Pediatric,Current,,
282,"Calcium Chloride Injection, USP","Hospira, Inc.",844-646-4398,1 g/10 mL (100 mg/mL); LifeShield Abboject Glass Syringe (NDC 00409-4928-34),Reverified,12/20/19,Next Delivery: December 2019; Estimated Recovery: August 2020,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Gastroenterology;Pediatric,Current,,
283,"Calcium Chloride Injection, USP","Amphastar Pharmaceuticals, Inc./IMS",800-423-4136,"Calcium Chloride Inj. USP, 10%, 10mL Luer-Jet Prefilled Syringe, (NDC 0548-3304-00), new (NDC 76329-3304-1)",Revised,11/6/19,Intermittent supply,"IMS is releasing product, but market demand continues to exceed our capacity",,Demand increase for the drug,Gastroenterology;Pediatric,Current,,
284,"Calcium Chloride Injection, USP","Medefil, Inc.",630-682-4600,"Calcium Chloride Inj. USP, 10%, 10mL Prefilled Syringe, (NDC 64253-900-36)",Revised,12/11/19,Available,Check wholesaler for inventory,,Other,Gastroenterology;Pediatric,Current,,
285,"Calcium Chloride Injection, USP",American Regent/Luitpold,800-645-1706,"10% Calcium Chloride Injection, USP, 1 gram/10mL (100mg/mL), single dose vial, (NDC 0517-6710-01)",Reverified,11/27/19,Limited availability.,,,Requirements related to complying with good manufacturing practices,Gastroenterology;Pediatric,Current,,
286,"Capreomycin Injection, USP",Akorn Pharmaceuticals,800-932-5676,"Capastat Sulfate (Capreomycin for Injection USP) Eq to 1 g Capreomycin activity, 10mL (NDC 17478-080-50)",Revised,12/2/19,Available,,,Delay in shipping of the drug,Anti-Infective,Current,,
287,Carbamazepine Extended Release Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,100 mg capsules (NDC 29033-019-12),New,6/19/19,,,,,Neurology,To be Discontinued,6/19/19,6/19/19
288,Carbamazepine Extended Release Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,200 mg capsules (NDC 29033-020-12),New,6/19/19,,,,,Neurology,To be Discontinued,6/19/19,6/19/19
289,Carbamazepine Extended Release Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,300 mg capsules (NDC 29033-004-12),New,6/19/19,,,,,Neurology,To be Discontinued,6/19/19,6/19/19
290,Carbidopa and Levodopa Extended Release Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"Carbidopa and Levodopa Extended Release Tablets, 25/100 mg (NDC 0378-0088-01)",Revised,7/12/19,,,,,Neurology,Resolved,7/12/19,
291,Carbidopa and Levodopa Extended Release Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"Carbidopa and Levodopa Extended Release Tablets, 50/200 mg (NDC 0378-0094-01)",Revised,7/12/19,,,,,Neurology,Resolved,7/12/19,
292,Carbidopa and Levodopa Extended Release Tablets,Merck Sharp & Dohme Corp.,800-637-2579,"Carbidopa levodopa (50 mg of carbidopa and 200 mg of levodopa)  (SINEMET CR 50-200) sustained-release tablets, (NDC 0006-3919-68)bottles of 100",New,7/17/19,,To be discontinued on or near November 2019.,,,Neurology,To be Discontinued,7/17/19,7/17/19
293,Carbidopa and Levodopa Extended Release Tablets,Merck Sharp & Dohme Corp.,800-637-2579,"Carbidopa levodopa  (25 mg of carbidopa and 100 mg of levodopa) (SINEMET CR 25-100 ) sustained-release tablets, (NDC 0006-3918-68) bottles of 100",New,7/17/19,,To be discontinued on or near February 2020.,Available,,Neurology,To be Discontinued,7/17/19,
294,Carbidopa and Levodopa Extended Release Tablets,Accord Healthcare Inc.,"866-941-7875, Option 1 or 3",CARBIDOPA & LEVODOPA ER TABLETS 50MG/200MG 100CT; (NDC 1672907901),Revised,7/12/19,,,Stocks available to support current customer demand,,Neurology,Resolved,7/12/19,
295,Carbidopa and Levodopa Extended Release Tablets,Sun Pharmaceutical Industries Inc.,800-810-4555,Carbidopa and Levodopa Extended Release Tablets  25-100 mg (NDC  62756-461-88 ),Revised,7/12/19,,,Available,,Neurology,Resolved,7/12/19,
296,Carbidopa and Levodopa Extended Release Tablets,Accord Healthcare Inc.,"866-941-7875, Option 1 or 3",CARBIDOPA & LEVODOPA ER TABLETS 50MG/200MG 1000CT; (NDC 1672907917),Revised,7/12/19,,,Stocks available to support current customer demand,,Neurology,Resolved,7/12/19,
297,Carbidopa and Levodopa Extended Release Tablets,Accord Healthcare Inc.,"866-941-7875, Option 1 or 3",CARBIDOPA & LEVODOPA ER TABLETS 25MG/100MG 100CT; (NDC 1672907801),Revised,7/12/19,,,Due to manufacturing constraints; we estimate the delay to continue until January 2020,,Neurology,Resolved,7/12/19,
298,Carbidopa and Levodopa Extended Release Tablets,Accord Healthcare Inc.,"866-941-7875, Option 1 or 3",CARBIDOPA & LEVODOPA ER TABLETS 25MG/100MG 1000CT; (NDC 1672907817),Revised,7/12/19,,,Due to manufacturing constraints; we estimate the delay to continue until January 2020,,Neurology,Resolved,7/12/19,
299,Carbidopa and Levodopa Extended Release Tablets,Sun Pharmaceutical Industries Inc.,800-810-4555,Carbidopa and Levodopa Extended Release Tablets  50-200 (NDC 62756-457-88),Revised,7/12/19,,,Available,,Neurology,Resolved,7/12/19,
300,Carbinoxamine Maleate,"Endo Pharmaceuticals, Inc.","800-828-9393 option 5, then option 2",4 mg/5 mL oral solution (NDCs 64376-612-16 and 64376-612-40),Revised,9/11/19,,,,,Pulmonary/Allergy,To be Discontinued,9/11/19,9/11/19
301,Carbinoxamine Maleate,"Endo Pharmaceuticals, Inc.","800-828-9393 option 5, then option 2",4 mg tablets (NDC 64376-605-01),Revised,9/11/19,,,,,Pulmonary/Allergy,To be Discontinued,9/11/19,9/11/19
302,Cardene IV (nicardipine hydrochloride) 0.2 mg/mL in 5% Dextrose,"Chiesi USA, Inc.",888-466-6505 x6511,Cardene IV (nicardipine hydrochloride) 0.2 mg/mL in 5% Dextrose (NDC 10122-326-10),New,3/20/18,,The decision to discontinue the 0.2 mg/mL in 5% Dextrose formulation was business related.  Other formulations of Cardene IV remain available.,,,Cardiovascular,To be Discontinued,3/20/18,3/20/18
303,"Carisoprodol Tablets, USP",Mylan Specialty,800-796-9526,"Soma, 250 mg 30 count bottle (NDC 0037-2250-30)",Reverified,11/26/19,Available,Distributed by Meda Pharmaceuticals,,Available,Analgesia/Addiction;Musculoskeletal,Current,,
304,"Carisoprodol Tablets, USP",Ingenus Pharmaceuticals LLC,866-321-5031,"350 mg, 100 count tablets (NDC 50742-656-01)",Reverified,9/19/19,Available,Distributed by Ingenus Pharmaceuticals LLC,,,Analgesia/Addiction;Musculoskeletal,Current,,
305,"Carisoprodol Tablets, USP","Orient Pharma Co., Ltd",858-246-6096,"350 mg, 100 tablets (NDC 16714-510-01)",Reverified,10/1/19,Available,Distributed by Northstar Rx LLC,,,Analgesia/Addiction;Musculoskeletal,Current,,
306,"Carisoprodol Tablets, USP","Orient Pharma Co., Ltd",858-246-6096,"350 mg, 500 tablets (NDC 16714-510-02)",Reverified,10/1/19,Available,Distributed by Northstar Rx LLC,,,Analgesia/Addiction;Musculoskeletal,Current,,
307,"Carisoprodol Tablets, USP","Orient Pharma Co., Ltd",858-246-6096,"350 mg, 1000 tablets (NDC 16714-510-03)",Reverified,10/1/19,Available,Distributed by Northstar Rx LLC,,,Analgesia/Addiction;Musculoskeletal,Current,,
308,"Carisoprodol Tablets, USP","Orient Pharma Co., Ltd",858-246-6096,"350 mg, 100 tablets (NDC 61442-451-01)",Reverified,10/1/19,Available,"Distributed by Carlsbad Technology, Inc.",,,Analgesia/Addiction;Musculoskeletal,Current,,
309,"Carisoprodol Tablets, USP","Orient Pharma Co., Ltd",858-246-6096,"350 mg, 500 tablets (NDC 61442-451-05)",Reverified,10/1/19,Available,"Distributed by Carlsbad Technology, Inc.",,,Analgesia/Addiction;Musculoskeletal,Current,,
310,"Carisoprodol Tablets, USP","Orient Pharma Co., Ltd",858-246-6096,"350 mg, 1000 tablets (NDC 61442-451-10)",Reverified,10/1/19,Available,"Distributed by Carlsbad Technology, Inc.",,,Analgesia/Addiction;Musculoskeletal,Current,,
311,"Carisoprodol Tablets, USP","Orient Pharma Co., Ltd",858-246-6096,"350 mg, 100 tablets (NDC 59746-705-01)",Reverified,10/1/19,Unavailable,Distributed by Jubilant Cadista; Stopped distribution,,,Analgesia/Addiction;Musculoskeletal,Current,,
312,"Carisoprodol Tablets, USP","Orient Pharma Co., Ltd",858-246-6096,"350 mg, 500 tablets (NDC 59746-705-05)",Reverified,10/1/19,Unavailable,Distributed by Jubilant Cadista; Stopped distribution,,,Analgesia/Addiction;Musculoskeletal,Current,,
313,"Carisoprodol Tablets, USP","Orient Pharma Co., Ltd",858-246-6096,"350 mg, 1000 tablets (NDC 59746-705-05)",Reverified,10/1/19,Unavailable,Distributed by Jubilant Cadista; Stopped distribution,,,Analgesia/Addiction;Musculoskeletal,Current,,
314,"Carisoprodol Tablets, USP",Teva Pharmaceuticals,800-545-8800,"350 mg, 100 count (NDC 0591-5513-01)",Reverified,12/16/19,Available,,,,Analgesia/Addiction;Musculoskeletal,Current,,
315,"Carisoprodol Tablets, USP",Teva Pharmaceuticals,800-545-8800,"350 mg, 500 count (NDC 0591-5513-05)",Reverified,12/16/19,Available,,,,Analgesia/Addiction;Musculoskeletal,Current,,
316,"Carisoprodol Tablets, USP",Teva Pharmaceuticals,800-545-8800,"350 mg, 1000 count (NDC 0591-5513-10)",Reverified,12/16/19,Available,,,,Analgesia/Addiction;Musculoskeletal,Current,,
317,"Carisoprodol Tablets, USP","ScieGen Pharmaceuticals, Inc.",631-434-2723 x107,"350 mg, 100 count (NDC 50228-109-01)",Reverified,9/23/19,Available,Labeler: ScieGen,,Other,Analgesia/Addiction;Musculoskeletal,Current,,
318,"Carisoprodol Tablets, USP","ScieGen Pharmaceuticals, Inc.",631-434-2723 x107,"350 mg, 500 count (NDC 50228-109-05)",Reverified,9/23/19,Available,Labeler: ScieGen,,Other,Analgesia/Addiction;Musculoskeletal,Current,,
319,"Carisoprodol Tablets, USP","ScieGen Pharmaceuticals, Inc.",631-434-2723 x107,"350 mg, 1000 count (NDC 50228-109-10)",Reverified,9/23/19,Available,Labeler: ScieGen,,Other,Analgesia/Addiction;Musculoskeletal,Current,,
320,"Carisoprodol Tablets, USP","ScieGen Pharmaceuticals, Inc.",631-434-2723 x107,"350 mg, 1000 count (NDC 60429-508-10)",Reverified,9/23/19,Available,Labeler: GSMS (Golden State Medical Supply),,Other,Analgesia/Addiction;Musculoskeletal,Current,,
321,"Carisoprodol Tablets, USP","ScieGen Pharmaceuticals, Inc.",631-434-2723 x107,"350 mg, 100 count (NDC 42543-700-01)",Reverified,9/23/19,Unavailable,"Labeler: Vensun, stopped distribution",,Other,Analgesia/Addiction;Musculoskeletal,Current,,
322,"Carisoprodol Tablets, USP","ScieGen Pharmaceuticals, Inc.",631-434-2723 x107,"350 mg, 500 count (NDC 42543-700-05)",Reverified,9/23/19,Unavailable,"Labeler: Vensun, stopped distribution",,Other,Analgesia/Addiction;Musculoskeletal,Current,,
323,"Carisoprodol Tablets, USP","ScieGen Pharmaceuticals, Inc.",631-434-2723 x107,"350 mg, 1000 count (NDC 42543-700-10)",Reverified,9/23/19,Unavailable,"Labeler: Vensun, stopped distribution",,Other,Analgesia/Addiction;Musculoskeletal,Current,,
324,"Carisoprodol Tablets, USP","Endo Pharmaceuticals, Inc.",800-828-9393,100’s count bottle (NDC 00603-2582-21),New,4/26/19,Endo has made a business decision to permanently discontinue Carisoprodol 350mg tablets.,,,,Analgesia/Addiction;Musculoskeletal,Current,,
325,"Carisoprodol Tablets, USP","Endo Pharmaceuticals, Inc.",800-828-9393,500's count bottle (NDC 00603-2582-28),New,4/26/19,Endo has made a business decision to permanently discontinue Carisoprodol 350mg tablets.,,,,Analgesia/Addiction;Musculoskeletal,Current,,
326,"Carisoprodol Tablets, USP","Endo Pharmaceuticals, Inc.",800-828-9393,100's count bottle (NDC 00603-2582-32),New,4/26/19,Endo has made a business decision to permanently discontinue Carisoprodol 350mg tablets.,,,,Analgesia/Addiction;Musculoskeletal,Current,,
327,"Carisoprodol Tablets, USP",Mylan Specialty,800-796-9526,"Soma, 250 mg, 30 count bottle (NDC 0037-2250-30); 100 count bottle (NDC 0037-2250-10)",Reverified,11/26/19,Available,Distributed by Meda Pharmaceuticals,,Available,Analgesia/Addiction;Musculoskeletal,Current,,
328,"Carisoprodol Tablets, USP",Mylan Specialty,800-796-9526,"Soma, 350 mg, 100 count bottle (NDC 0037-2001-01)",Reverified,11/26/19,Available,Distributed by Meda Pharmaceuticals,,Available,Analgesia/Addiction;Musculoskeletal,Current,,
329,"Carisoprodol Tablets, USP","Endo Pharmaceuticals, Inc.",800-828-9393,100’s count bottle (NDC 00603-2582-21),New,3/18/19,,Endo has made a business decision to permanently discontinue Carisoprodol 350mg tablets.,,,Musculoskeletal,To be Discontinued,3/18/19,3/18/19
330,"Carisoprodol Tablets, USP","Endo Pharmaceuticals, Inc.",800-828-9393,500's count bottle (NDC 00603-2582-28),New,3/18/19,,Endo has made a business decision to permanently discontinue Carisoprodol 350mg tablets.,,,Musculoskeletal,To be Discontinued,3/18/19,3/18/19
331,"Carisoprodol Tablets, USP","Endo Pharmaceuticals, Inc.",800-828-9393,100's count bottle (NDC 00603-2582-32),New,3/18/19,,Endo has made a business decision to permanently discontinue Carisoprodol 350mg tablets.,,,Musculoskeletal,To be Discontinued,3/18/19,3/18/19
332,Cefazolin Injection,"Samson Medical Technologies, L.L.C.",856-751-5051,100 gram SmartPak® Pharmacy Bulk Package (NDC 66288-1100-1),New,3/12/19,Available,,,,Anti-Infective,Current,,
333,Cefazolin Injection,"Samson Medical Technologies, L.L.C.",856-751-5051,300 gram SmartPak® Pharmacy Bulk Package (NDC 66288-1300-1),New,3/13/19,Available,,,,Anti-Infective,Current,,
334,Cefazolin Injection,Apotex Corp.,800-706-5575,Cefazolin for Injection 10 g (10 vials) (NDC 60505-6143-04),Reverified,11/27/19,Available,,,,Anti-Infective,Current,,
335,Cefazolin Injection,Sagent Pharmaceuticals,866-625-1618,1g 25 vials (NDC 25021-101-10),Revised,12/20/19,Available. On allocation. Estimated availability March,,,Manufacturing delay,Anti-Infective,Current,,
336,Cefazolin Injection,Apotex Corp.,800-706-5575,Cefazolin for Injection 1 g (25 vials) (NDC 60505-6142-05),Reverified,11/27/19,Available,,,,Anti-Infective,Current,,
337,Cefazolin Injection,Sagent Pharmaceuticals,866-625-1618,10g 10 vials (NDC 25021-102-99),Revised,12/20/19,Available. On allocation. Estimated availability January,,,Manufacturing delay,Anti-Infective,Current,,
338,Cefazolin Injection,Sagent Pharmaceuticals,866-625-1618,500mg 25 vials (NDC 25021-100-10),Revised,12/20/19,Available. On allocation,,,Manufacturing delay,Anti-Infective,Current,,
339,Cefazolin Injection,B. Braun Medical Inc.,800-227-2862,Cefazolin Injection 2 gram/50 mL in DUPLEX Catalog 3105-11 (NDC 00264-3105-11),Reverified,12/11/19,Product on allocation to contracted customers,,,Other,Anti-Infective,Current,,
